mass,parallax,pmra_error,pmdec_error,ruwe,teff_gspphot,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag,alpha_min,distance_pc,bp_rp,spectral_type,spectral_type_temp,confirm
0.9870847,18.901827035999773,0.018940993,0.019936424,0.9281767,5629.0596,7.866584,7.0478506,7.5437074,82.49848458974519,52.90493866521126,0.8187333999999993,G,G,True
0.82761455,18.057956597889387,0.01405642,0.010421768,0.83795124,5116.095,9.748727,8.733286,9.324608,52.4953876370107,55.377251273096974,1.015441000000001,K,K,True
1.0379719,10.591528949009009,0.014929032,0.017351955,0.990573,5914.536,9.493293,8.755208,9.208413,68.67093307223544,94.41507499194104,0.7380849999999999,G,G,True
0.78534037,14.78514840563334,0.015111096,0.011335,0.9365667,4826.2886,10.974486,9.795774,10.460146,56.669630543095515,67.63543879065743,1.1787120000000009,K,K,True
0.5084692,13.214373873585124,0.01676521,0.017893171,1.1214612,3689.8948,14.848326,12.595893,13.684951,73.56045481788479,75.67517080767256,2.252433,M,M,True
0.64110655,11.916710195338048,0.018631464,0.018368466,1.3676795,3622.1775,13.350531,11.435684,12.407201,78.49068700035735,83.91577739225472,1.914847,M,M,True
0.8570599,11.06322464810277,0.013272295,0.013318156,0.90173763,5176.2188,10.896021,9.886217,10.473773,56.40694854595707,90.38955926575078,1.009803999999999,K,K,True
0.81287444,14.131052746848876,0.0095604,0.011142553,0.94063824,4937.165,10.962962,9.792218,10.455914,44.045653811247725,70.76613596414413,1.1707439999999991,K,K,True
0.5438602,10.928587781748494,0.011960797,0.013093715,1.1142063,3690.2573,15.002256,12.726283,13.811673,53.202954207336134,91.50313105139439,2.2759729999999987,M,M,True
1.0355947,15.522941059465335,0.02366779,0.022867847,0.82894605,5914.127,8.604162,7.862346,8.31773,98.73157746686508,64.42078187175977,0.7418160000000009,G,G,True
