,Unnamed: 0,mass,distance_pc,Earth_like_detectability,Super_Earth_detectability,Sub_Neptune_detectability,Neptune_like_detectability,Earth_like_DI,Super_Earth_DI,Sub_Neptune_DI,Neptune_like_DI
653,653,18459.71568,28.244657031491048,1,1,1,1,100.0,100.0,100.0,100.0
654,654,18267.7404,94.11361263979975,1,1,1,1,100.0,100.0,100.0,100.0
655,655,18428.1216,92.18288039490156,1,1,1,1,100.0,100.0,100.0,100.0
656,656,18286.862496,12.3425490198891,1,1,1,1,100.0,100.0,100.0,100.0
657,657,18481.105440000003,76.35338215646604,1,1,1,1,100.0,100.0,100.0,100.0
658,658,19318.48128,95.59090290822144,1,1,1,1,100.0,100.0,100.0,100.0
659,659,18727.00368,63.29151620837203,1,1,1,1,100.0,100.0,100.0,100.0
660,660,19826.98032,92.16456532864592,1,1,1,1,100.0,100.0,100.0,100.0
661,661,19283.87664,54.26232117978975,1,1,1,1,100.0,100.0,100.0,100.0
662,662,21517.1292,75.49843850701217,1,1,1,1,100.0,100.0,100.0,100.0
663,663,17082.40128,93.84935369258572,1,1,1,1,100.0,100.0,100.0,100.0
664,664,16921.036272,85.16903346860107,1,1,1,1,100.0,100.0,100.0,100.0
665,665,17380.58448,85.22912004537652,1,1,1,1,100.0,100.0,100.0,100.0
666,666,17608.83936,83.88292386011302,1,1,1,1,100.0,100.0,100.0,100.0
667,667,17497.744319999998,90.42505428313125,1,1,1,1,100.0,100.0,100.0,100.0
668,668,21531.580896000003,98.09836608944046,1,1,1,1,100.0,100.0,100.0,100.0
669,669,18292.31376,81.4430041516483,1,1,1,1,100.0,100.0,100.0,100.0
670,670,19099.23624,85.53917737087633,1,1,1,1,100.0,100.0,100.0,100.0
671,671,17586.58608,82.92930890936675,1,1,1,1,100.0,100.0,100.0,100.0
672,672,18974.368896000004,99.42347967578571,1,1,1,1,100.0,100.0,100.0,100.0
673,673,19110.143136,29.34868343778506,1,1,1,1,100.0,100.0,100.0,100.0
674,674,20136.841536000004,84.98442368225146,1,1,1,1,100.0,100.0,100.0,100.0
675,675,17958.59856,38.00325558368873,1,1,1,1,100.0,100.0,100.0,100.0
676,676,21257.60784,84.92389056117456,1,1,1,1,100.0,100.0,100.0,100.0
677,677,19156.4016,84.99306006859236,1,1,1,1,100.0,100.0,100.0,100.0
678,678,17998.250928,84.54451981535875,1,1,1,1,100.0,100.0,100.0,100.0
679,679,18899.72448,84.18411537145846,1,1,1,1,100.0,100.0,100.0,100.0
680,680,18190.86192,71.59521226167558,1,1,1,1,100.0,100.0,100.0,100.0
681,681,19931.206512,46.00683164493983,1,1,1,1,100.0,100.0,100.0,100.0
682,682,17670.70368,93.06013010379232,1,1,1,1,100.0,100.0,100.0,100.0
683,683,17543.44704,71.55608819649754,1,1,1,1,100.0,100.0,100.0,100.0
684,684,20765.91888,82.60765117442939,1,1,1,1,100.0,100.0,100.0,100.0
685,685,18092.98848,93.89639292605904,1,1,1,1,100.0,100.0,100.0,100.0
686,686,17999.622816,77.0858969917896,1,1,1,1,100.0,100.0,100.0,100.0
687,687,21314.84712,93.3332518144614,1,1,1,1,100.0,100.0,100.0,100.0
688,688,18943.52544,73.67643074138422,1,1,1,1,100.0,100.0,100.0,100.0
689,689,20742.2376,88.0946411646195,1,1,1,1,100.0,100.0,100.0,100.0
690,690,18177.80832,86.35434248556159,1,1,1,1,100.0,100.0,100.0,100.0
691,691,19683.42432,69.79753026348361,1,1,1,1,100.0,100.0,100.0,100.0
692,692,20427.517488,21.553329274811578,1,1,1,1,100.0,100.0,100.0,100.0
693,693,17846.79792,95.77401398312271,1,1,1,1,100.0,100.0,100.0,100.0
694,694,21259.770336,94.1467472999174,1,1,1,1,100.0,100.0,100.0,100.0
695,695,19043.81304,97.59186928608992,1,1,1,1,100.0,100.0,100.0,100.0
696,696,19084.09776,95.93887573129828,1,1,1,1,100.0,100.0,100.0,100.0
697,697,19023.30528,96.65219601431578,1,1,1,1,100.0,100.0,100.0,100.0
698,698,18342.30552,97.3922206753224,1,1,1,1,100.0,100.0,100.0,100.0
699,699,18008.7852,77.97405404557247,1,1,1,1,100.0,100.0,100.0,100.0
700,700,17686.57632,88.5524564011916,1,1,1,1,100.0,100.0,100.0,100.0
701,701,18105.83712,86.90852263730669,1,1,1,1,100.0,100.0,100.0,100.0
702,702,17997.43344,69.96211117301213,1,1,1,1,100.0,100.0,100.0,100.0
703,703,19287.7776,90.56459008051438,1,1,1,1,100.0,100.0,100.0,100.0
704,704,21582.527904,81.0033883753783,1,1,1,1,100.0,100.0,100.0,100.0
705,705,17720.544576,77.79096841492522,1,1,1,1,100.0,100.0,100.0,100.0
706,706,18093.79824,70.37790220348595,1,1,1,1,100.0,100.0,100.0,100.0
707,707,18216.328704,55.72655612545169,1,1,1,1,100.0,100.0,100.0,100.0
708,708,16840.73328,90.8122960496849,1,1,1,1,100.0,100.0,100.0,100.0
709,709,17279.36784,90.12063821016912,1,1,1,1,100.0,100.0,100.0,100.0
710,710,18724.91376,98.32573823989712,1,1,1,1,100.0,100.0,100.0,100.0
711,711,18457.90464,78.7389875782184,1,1,1,1,100.0,100.0,100.0,100.0
712,712,17495.604,95.9000629983274,1,1,1,1,100.0,100.0,100.0,100.0
713,713,17003.21616,97.5953527643262,1,1,1,1,100.0,100.0,100.0,100.0
714,714,17425.87728,96.57318380715304,1,1,1,1,100.0,100.0,100.0,100.0
715,715,17730.1656,78.78545832208236,1,1,1,1,100.0,100.0,100.0,100.0
716,716,20141.49984,54.89180536076059,1,1,1,1,100.0,100.0,100.0,100.0
717,717,21624.87264,93.94841170659564,1,1,1,1,100.0,100.0,100.0,100.0
718,718,20636.72016,43.542878378276434,1,1,1,1,100.0,100.0,100.0,100.0
719,719,18579.545376,91.01598874375216,1,1,1,1,100.0,100.0,100.0,100.0
720,720,16953.31008,66.43375310541059,1,1,1,1,100.0,100.0,100.0,100.0
721,721,19116.63936,95.84125926893938,1,1,1,1,100.0,100.0,100.0,100.0
722,722,19667.58696,80.54703167202304,1,1,1,1,100.0,100.0,100.0,100.0
723,723,18439.59936,93.88992175090551,1,1,1,1,100.0,100.0,100.0,100.0
724,724,16928.484384,89.07288971792872,1,1,1,1,100.0,100.0,100.0,100.0
725,725,18429.864432,84.21810394417697,1,1,1,1,100.0,100.0,100.0,100.0
726,726,17685.577056000002,81.4472157522328,1,1,1,1,100.0,100.0,100.0,100.0
727,727,17423.34552,87.35546949362218,1,1,1,1,100.0,100.0,100.0,100.0
728,728,18760.05264,82.59096025404345,1,1,1,1,100.0,100.0,100.0,100.0
729,729,17113.629119999998,93.01658926229798,1,1,1,1,100.0,100.0,100.0,100.0
730,730,21060.08688,86.71776236855649,1,1,1,1,100.0,100.0,100.0,100.0
731,731,19580.9796,93.79715442664308,1,1,1,1,100.0,100.0,100.0,100.0
732,732,17634.5736,99.8764427744308,1,1,1,1,100.0,100.0,100.0,100.0
733,733,20198.783472,40.09181472166384,1,1,1,1,100.0,100.0,100.0,100.0
734,734,18467.43528,84.67036727078029,1,1,1,1,100.0,100.0,100.0,100.0
735,735,20507.594352,51.12327303397351,1,1,1,1,100.0,100.0,100.0,100.0
736,736,18080.484576000003,92.74496656472378,1,1,1,1,100.0,100.0,100.0,100.0
737,737,18343.31184,96.96590081148312,1,1,1,1,100.0,100.0,100.0,100.0
738,738,18151.699104,84.88960365663539,1,1,1,1,100.0,100.0,100.0,100.0
739,739,19227.20184,57.66461355723134,1,1,1,1,100.0,100.0,100.0,100.0
740,740,20348.328,83.10305549594658,1,1,1,1,100.0,100.0,100.0,100.0
741,741,19053.39744,67.22208869190192,1,1,1,1,100.0,100.0,100.0,100.0
742,742,16928.72664,80.63496357738946,1,1,1,1,100.0,100.0,100.0,100.0
743,743,18231.81696,80.43331674336106,1,1,1,1,100.0,100.0,100.0,100.0
744,744,18674.6784,99.87731060003972,1,1,1,1,100.0,100.0,100.0,100.0
745,745,18328.38336,86.85900722083989,1,1,1,1,100.0,100.0,100.0,100.0
746,746,17700.70344,85.94569774638431,1,1,1,1,100.0,100.0,100.0,100.0
747,747,18183.71856,95.50950013283251,1,1,1,1,100.0,100.0,100.0,100.0
748,748,19955.84304,79.78691033518277,1,1,1,1,100.0,100.0,100.0,100.0
749,749,18833.24688,63.49390981415056,1,1,1,1,100.0,100.0,100.0,100.0
750,750,17810.96688,86.66684075545409,1,1,1,1,100.0,100.0,100.0,100.0
751,751,17090.558016,62.17947017435507,1,1,1,1,100.0,100.0,100.0,100.0
752,752,20063.42184,76.96315422461564,1,1,1,1,100.0,100.0,100.0,100.0
753,753,18367.51392,83.57297818511682,1,1,1,1,100.0,100.0,100.0,100.0
754,754,18989.158944,72.66405321364633,1,1,1,1,100.0,100.0,100.0,100.0
755,755,20726.079360000003,19.827743304623898,1,1,1,1,100.0,100.0,100.0,100.0
756,756,17767.352064,94.47938965648598,1,1,1,1,100.0,100.0,100.0,100.0
757,757,17908.177056,83.00112495024624,1,1,1,1,100.0,100.0,100.0,100.0
758,758,19566.8928,24.0291811698274,1,1,1,1,100.0,100.0,100.0,100.0
759,759,18707.59968,30.02412584901766,1,1,1,1,100.0,100.0,100.0,100.0
760,760,18267.76896,99.52093145687044,1,1,1,1,100.0,100.0,100.0,100.0
761,761,19063.405536,76.56605710509339,1,1,1,1,100.0,100.0,100.0,100.0
762,762,19013.54112,76.82818588638848,1,1,1,1,100.0,100.0,100.0,100.0
763,763,19338.995424,92.42991878056546,1,1,1,1,100.0,100.0,100.0,100.0
764,764,18362.398992,83.75625548086406,1,1,1,1,100.0,100.0,100.0,100.0
765,765,18123.43008,88.83384897721838,1,1,1,1,100.0,100.0,100.0,100.0
766,766,17347.728720000003,97.6649911865232,1,1,1,1,100.0,100.0,100.0,100.0
767,767,18005.394624,79.348558570519,1,1,1,1,100.0,100.0,100.0,100.0
768,768,18395.766144,86.04536643190517,1,1,1,1,100.0,100.0,100.0,100.0
769,769,19185.25728,98.0946800471048,1,1,1,1,100.0,100.0,100.0,100.0
770,770,18465.41088,97.40212444979346,1,1,1,1,100.0,100.0,100.0,100.0
771,771,18416.67744,98.35132706580328,1,1,1,1,100.0,100.0,100.0,100.0
772,772,17748.636528,80.88451108720412,1,1,1,1,100.0,100.0,100.0,100.0
773,773,19146.86928,99.8575276416276,1,1,1,1,100.0,100.0,100.0,100.0
774,774,16999.117968,68.47629572864803,1,1,1,1,100.0,100.0,100.0,100.0
775,775,18218.47104,74.02796135010398,1,1,1,1,100.0,100.0,100.0,100.0
776,776,16864.29696,85.40505283070898,1,1,1,1,100.0,100.0,100.0,100.0
777,777,18729.16416,97.23243736151426,1,1,1,1,100.0,100.0,100.0,100.0
778,778,18212.333328,96.26380241562477,1,1,1,1,100.0,100.0,100.0,100.0
779,779,19140.47016,84.92501891730646,1,1,1,1,100.0,100.0,100.0,100.0
780,780,19293.46608,99.04738386921484,1,1,1,1,100.0,100.0,100.0,100.0
781,781,18455.198832,87.0374035482667,1,1,1,1,100.0,100.0,100.0,100.0
782,782,16848.222719999998,95.00710991379106,1,1,1,1,100.0,100.0,100.0,100.0
783,783,17577.79632,92.30420001641792,1,1,1,1,100.0,100.0,100.0,100.0
784,784,21213.47088,99.5473458616562,1,1,1,1,100.0,100.0,100.0,100.0
785,785,18166.21296,65.40967945715786,1,1,1,1,100.0,100.0,100.0,100.0
786,786,20041.54992,14.385526343845576,1,1,1,1,100.0,100.0,100.0,100.0
787,787,18547.36128,82.47204617804994,1,1,1,1,100.0,100.0,100.0,100.0
788,788,19910.097984,93.59620095912948,1,1,1,1,100.0,100.0,100.0,100.0
789,789,17570.671103999997,74.4458665401528,1,1,1,1,100.0,100.0,100.0,100.0
790,790,18624.09696,42.10302671747553,1,1,1,1,100.0,100.0,100.0,100.0
791,791,19936.01904,50.90604129466816,1,1,1,1,100.0,100.0,100.0,100.0
792,792,18445.33824,91.65350483580276,1,1,1,1,100.0,100.0,100.0,100.0
793,793,17317.44672,93.66929561243768,1,1,1,1,100.0,100.0,100.0,100.0
794,794,17476.91232,86.89472674361518,1,1,1,1,100.0,100.0,100.0,100.0
795,795,20308.03152,69.93877650687277,1,1,1,1,100.0,100.0,100.0,100.0
796,796,17482.938144,97.36890871909826,1,1,1,1,100.0,100.0,100.0,100.0
797,797,20104.15344,91.750727159875,1,1,1,1,100.0,100.0,100.0,100.0
798,798,18469.26144,86.51405842559043,1,1,1,1,100.0,100.0,100.0,100.0
799,799,18786.251568,90.71473659189527,1,1,1,1,100.0,100.0,100.0,100.0
800,800,19860.77856,25.935965779978225,1,1,1,1,100.0,100.0,100.0,100.0
801,801,18893.537376,92.8139529813084,1,1,1,1,100.0,100.0,100.0,100.0
802,802,19205.15856,99.69571343733244,1,1,1,1,100.0,100.0,100.0,100.0
803,803,18257.24544,99.65058086166802,1,1,1,1,100.0,100.0,100.0,100.0
804,804,19135.447296,69.29827947699957,1,1,1,1,100.0,100.0,100.0,100.0
805,805,17773.101696,78.57779985717936,1,1,1,1,100.0,100.0,100.0,100.0
806,806,16942.390079999997,80.15371974907418,1,1,1,1,100.0,100.0,100.0,100.0
807,807,17831.436,95.37723582675106,1,1,1,1,100.0,100.0,100.0,100.0
808,808,18610.433184,96.13601864657323,1,1,1,1,100.0,100.0,100.0,100.0
809,809,16805.0064,75.64789858353213,1,1,1,1,100.0,100.0,100.0,100.0
810,810,20541.21888,54.80670201601891,1,1,1,1,100.0,100.0,100.0,100.0
811,811,17537.395679999998,98.26728341842276,1,1,1,1,100.0,100.0,100.0,100.0
812,812,17789.111424000002,73.20855949668514,1,1,1,1,100.0,100.0,100.0,100.0
813,813,18308.2368,81.61020401424636,1,1,1,1,100.0,100.0,100.0,100.0
814,814,19140.8784,92.158762832486,1,1,1,1,100.0,100.0,100.0,100.0
815,815,18310.54512,13.923298853186076,1,1,1,1,100.0,100.0,100.0,100.0
816,816,17529.259104,82.88933625085456,1,1,1,1,100.0,100.0,100.0,100.0
817,817,21137.878944,96.39783664344732,1,1,1,1,100.0,100.0,100.0,100.0
818,818,19873.394016,91.01861160475406,1,1,1,1,100.0,100.0,100.0,100.0
819,819,17267.0904,97.27201318306656,1,1,1,1,100.0,100.0,100.0,100.0
820,820,19580.31936,75.83214614084963,1,1,1,1,100.0,100.0,100.0,100.0
821,821,17243.93664,91.68242708159757,1,1,1,1,100.0,100.0,100.0,100.0
822,822,18176.706240000003,86.18937781766861,1,1,1,1,100.0,100.0,100.0,100.0
823,823,18262.722240000003,99.7564712563104,1,1,1,1,100.0,100.0,100.0,100.0
824,824,18721.205664,67.37351175603064,1,1,1,1,100.0,100.0,100.0,100.0
825,825,17897.735520000002,96.31814246524058,1,1,1,1,100.0,100.0,100.0,100.0
826,826,18177.25056,93.47838309501248,1,1,1,1,100.0,100.0,100.0,100.0
827,827,18472.6752,97.71815419503712,1,1,1,1,100.0,100.0,100.0,100.0
828,828,17675.359296,96.68934900352158,1,1,1,1,100.0,100.0,100.0,100.0
829,829,17795.0304,83.3967935851134,1,1,1,1,100.0,100.0,100.0,100.0
830,830,17458.5432,78.52053475572906,1,1,1,1,100.0,100.0,100.0,100.0
831,831,17653.75584,99.75810113705364,1,1,1,1,100.0,100.0,100.0,100.0
832,832,17827.217183999997,97.92127601353694,1,1,1,1,100.0,100.0,100.0,100.0
833,833,18143.46408,76.94947266425582,1,1,1,1,100.0,100.0,100.0,100.0
834,834,20619.18432,93.86811909818158,1,1,1,1,100.0,100.0,100.0,100.0
835,835,18265.469376,84.03176340168783,1,1,1,1,100.0,100.0,100.0,100.0
836,836,17768.899680000002,99.83527274636027,1,1,1,1,100.0,100.0,100.0,100.0
837,837,17782.064159999998,85.49485931709363,1,1,1,1,100.0,100.0,100.0,100.0
838,838,20606.92368,30.971814840380787,1,1,1,1,100.0,100.0,100.0,100.0
839,839,17863.90368,74.56238302282624,1,1,1,1,100.0,100.0,100.0,100.0
840,840,20138.517504,49.97713600268274,1,1,1,1,100.0,100.0,100.0,100.0
841,841,18292.00128,91.48072720800866,1,1,1,1,100.0,100.0,100.0,100.0
842,842,20445.564048,21.483300716646166,1,1,1,1,100.0,100.0,100.0,100.0
843,843,18460.758288,99.24791095404125,1,1,1,1,100.0,100.0,100.0,100.0
844,844,19887.49056,88.12180630347933,1,1,1,1,100.0,100.0,100.0,100.0
845,845,17017.863407999997,92.67898927691812,1,1,1,1,100.0,100.0,100.0,100.0
846,846,17841.56472,87.58734675187002,1,1,1,1,100.0,100.0,100.0,100.0
847,847,16939.717536,91.7419981454551,1,1,1,1,100.0,100.0,100.0,100.0
848,848,18368.48328,23.549338946669803,1,1,1,1,100.0,100.0,100.0,100.0
849,849,20135.701824,98.55794899959892,1,1,1,1,100.0,100.0,100.0,100.0
850,850,19456.01952,95.09546820965336,1,1,1,1,100.0,100.0,100.0,100.0
851,851,17984.20176,85.29156101025968,1,1,1,1,100.0,100.0,100.0,100.0
852,852,16945.787040000003,99.37212284574422,1,1,1,1,100.0,100.0,100.0,100.0
853,853,21389.70456,32.04329543318561,1,1,1,1,100.0,100.0,100.0,100.0
854,854,17849.621328,97.23672435272675,1,1,1,1,100.0,100.0,100.0,100.0
855,855,17926.673856,87.61570416325435,1,1,1,1,100.0,100.0,100.0,100.0
856,856,18010.8264,88.0347410439566,1,1,1,1,100.0,100.0,100.0,100.0
857,857,20040.04128,94.56140289656584,1,1,1,1,100.0,100.0,100.0,100.0
858,858,17401.06032,76.34483396405476,1,1,1,1,100.0,100.0,100.0,100.0
859,859,18335.504544,86.21201002022585,1,1,1,1,100.0,100.0,100.0,100.0
860,860,18109.656096,91.06789597518636,1,1,1,1,100.0,100.0,100.0,100.0
861,861,19846.26,92.85609380704192,1,1,1,1,100.0,100.0,100.0,100.0
862,862,17395.88424,85.41372856470623,1,1,1,1,100.0,100.0,100.0,100.0
863,863,17812.9224,99.48334541362544,1,1,1,1,100.0,100.0,100.0,100.0
864,864,17143.963200000002,93.78909088876496,1,1,1,1,100.0,100.0,100.0,100.0
865,865,17566.00608,64.51940067959215,1,1,1,1,100.0,100.0,100.0,100.0
866,866,17643.52128,89.02204465369402,1,1,1,1,100.0,100.0,100.0,100.0
867,867,18930.35928,65.50617511916917,1,1,1,1,100.0,100.0,100.0,100.0
868,868,18391.908864,95.96802602349186,1,1,1,1,100.0,100.0,100.0,100.0
869,869,17122.68432,88.40601709829646,1,1,1,1,100.0,100.0,100.0,100.0
870,870,18463.964736,85.00969746031745,1,1,1,1,100.0,100.0,100.0,100.0
871,871,21128.384256,98.40194342637496,1,1,1,1,100.0,100.0,100.0,100.0
872,872,20139.15792,95.92472249384338,1,1,1,1,100.0,100.0,100.0,100.0
873,873,19820.94912,63.94422345528479,1,1,1,1,100.0,100.0,100.0,100.0
874,874,17778.699456,87.52899816789426,1,1,1,1,100.0,100.0,100.0,100.0
875,875,18230.3016,98.51353114485468,1,1,1,1,100.0,100.0,100.0,100.0
876,876,18137.30352,63.83543880492572,1,1,1,1,100.0,100.0,100.0,100.0
877,877,17847.10032,96.90318546968356,1,1,1,1,100.0,100.0,100.0,100.0
878,878,18263.0952,77.51439400684116,1,1,1,1,100.0,100.0,100.0,100.0
879,879,17053.944432,84.86564127675203,1,1,1,1,100.0,100.0,100.0,100.0
880,880,18480.0168,69.35173417097272,1,1,1,1,100.0,100.0,100.0,100.0
881,881,18519.2952,61.64104624800497,1,1,1,1,100.0,100.0,100.0,100.0
882,882,19577.97744,98.70013128379344,1,1,1,1,100.0,100.0,100.0,100.0
883,883,17698.98816,98.6546941307038,1,1,1,1,100.0,100.0,100.0,100.0
884,884,18135.110784,86.51486775597917,1,1,1,1,100.0,100.0,100.0,100.0
885,885,19097.35968,55.782864018338685,1,1,1,1,100.0,100.0,100.0,100.0
886,886,17301.678239999997,84.8026837368691,1,1,1,1,100.0,100.0,100.0,100.0
887,887,18175.30848,73.69008945166321,1,1,1,1,100.0,100.0,100.0,100.0
888,888,18141.54552,37.15426513798632,1,1,1,1,100.0,100.0,100.0,100.0
889,889,20815.77624,91.10763376495282,1,1,1,1,100.0,100.0,100.0,100.0
890,890,19341.46704,64.06662061988636,1,1,1,1,100.0,100.0,100.0,100.0
891,891,19188.437184,81.25381737697768,1,1,1,1,100.0,100.0,100.0,100.0
892,892,18449.59536,83.02492456083607,1,1,1,1,100.0,100.0,100.0,100.0
893,893,18252.45072,84.38236821875795,1,1,1,1,100.0,100.0,100.0,100.0
894,894,17400.41184,78.65166667488421,1,1,1,1,100.0,100.0,100.0,100.0
895,895,18608.945376,84.65622096805365,1,1,1,1,100.0,100.0,100.0,100.0
896,896,17605.01904,82.1773144212275,1,1,1,1,100.0,100.0,100.0,100.0
897,897,17691.35424,96.318214347813,1,1,1,1,100.0,100.0,100.0,100.0
898,898,18624.7992,83.82766680859484,1,1,1,1,100.0,100.0,100.0,100.0
899,899,18331.432896,88.44436694372418,1,1,1,1,100.0,100.0,100.0,100.0
900,900,17530.685759999997,75.25107850718526,1,1,1,1,100.0,100.0,100.0,100.0
901,901,16896.57648,77.38477246371359,1,1,1,1,100.0,100.0,100.0,100.0
902,902,20338.99728,43.54500348045274,1,1,1,1,100.0,100.0,100.0,100.0
903,903,17866.02384,98.4761089212102,1,1,1,1,100.0,100.0,100.0,100.0
904,904,19349.817984,94.70429871710913,1,1,1,1,100.0,100.0,100.0,100.0
905,905,18019.44816,93.74558438416832,1,1,1,1,100.0,100.0,100.0,100.0
906,906,20965.65408,90.9519822893364,1,1,1,1,100.0,100.0,100.0,100.0
907,907,19200.32688,83.43778976997105,1,1,1,1,100.0,100.0,100.0,100.0
908,908,19595.475312,99.55239039704853,1,1,1,1,100.0,100.0,100.0,100.0
909,909,17785.89792,81.6499318812065,1,1,1,1,100.0,100.0,100.0,100.0
910,910,17564.85024,78.77094933143535,1,1,1,1,100.0,100.0,100.0,100.0
911,911,17011.793232,93.28589689298371,1,1,1,1,100.0,100.0,100.0,100.0
912,912,17837.637216000003,84.51186772025923,1,1,1,1,100.0,100.0,100.0,100.0
913,913,20056.362144,56.77187263451693,1,1,1,1,100.0,100.0,100.0,100.0
914,914,20134.15152,77.84079787615511,1,1,1,1,100.0,100.0,100.0,100.0
915,915,18295.319952,97.86119080130516,1,1,1,1,100.0,100.0,100.0,100.0
916,916,17504.024159999997,88.58678967003382,1,1,1,1,100.0,100.0,100.0,100.0
917,917,17446.42368,76.31849014185217,1,1,1,1,100.0,100.0,100.0,100.0
918,918,18049.65288,13.341852594139278,1,1,1,1,100.0,100.0,100.0,100.0
919,919,19020.869280000003,39.85705498109852,1,1,1,1,100.0,100.0,100.0,100.0
920,920,19280.061360000003,92.4835348989062,1,1,1,1,100.0,100.0,100.0,100.0
921,921,18462.40704,96.7147482764434,1,1,1,1,100.0,100.0,100.0,100.0
922,922,20703.39264,88.51835999864474,1,1,1,1,100.0,100.0,100.0,100.0
923,923,18046.87584,84.64535405879944,1,1,1,1,100.0,100.0,100.0,100.0
924,924,16936.25472,97.21685005704651,1,1,1,1,100.0,100.0,100.0,100.0
925,925,17425.616544,89.72546743863214,1,1,1,1,100.0,100.0,100.0,100.0
926,926,18127.886784,77.92857905587657,1,1,1,1,100.0,100.0,100.0,100.0
927,927,17366.430144,84.17849749845377,1,1,1,1,100.0,100.0,100.0,100.0
928,928,18104.25792,32.30286863109807,1,1,1,1,100.0,100.0,100.0,100.0
929,929,18483.841488,96.99987012327898,1,1,1,1,100.0,100.0,100.0,100.0
930,930,19997.13576,15.248745053295494,1,1,1,1,100.0,100.0,100.0,100.0
931,931,18982.594176,85.91773914753709,1,1,1,1,100.0,100.0,100.0,100.0
932,932,18938.097696,91.51069180762975,1,1,1,1,100.0,100.0,100.0,100.0
933,933,17728.472159999998,96.71324798026112,1,1,1,1,100.0,100.0,100.0,100.0
934,934,18709.06128,92.50671897946856,1,1,1,1,100.0,100.0,100.0,100.0
935,935,18608.87112,70.24476234127143,1,1,1,1,100.0,100.0,100.0,100.0
936,936,18361.41216,80.67705460974918,1,1,1,1,100.0,100.0,100.0,100.0
937,937,19700.014992,80.52152074078802,1,1,1,1,100.0,100.0,100.0,100.0
938,938,17659.74672,87.55164675904221,1,1,1,1,100.0,100.0,100.0,100.0
939,939,18113.21904,66.53789822606406,1,1,1,1,100.0,100.0,100.0,100.0
940,940,20572.99776,77.21314023021303,1,1,1,1,100.0,100.0,100.0,100.0
941,941,17116.449168,81.19319993692267,1,1,1,1,100.0,100.0,100.0,100.0
942,942,18432.7416,75.6406666975617,1,1,1,1,100.0,100.0,100.0,100.0
943,943,17210.79696,71.73670272567607,1,1,1,1,100.0,100.0,100.0,100.0
944,944,18886.784112,98.23074017564002,1,1,1,1,100.0,100.0,100.0,100.0
945,945,18070.1808,69.67821463193728,1,1,1,1,100.0,100.0,100.0,100.0
946,946,18235.634928,68.18522905278675,1,1,1,1,100.0,100.0,100.0,100.0
947,947,18115.818336,71.21869164739903,1,1,1,1,100.0,100.0,100.0,100.0
948,948,20407.08432,97.3096217145068,1,1,1,1,100.0,100.0,100.0,100.0
949,949,17343.9,71.68415229656556,1,1,1,1,100.0,100.0,100.0,100.0
950,950,17178.54768,97.52093020270748,1,1,1,1,100.0,100.0,100.0,100.0
951,951,22970.45016,70.67642966852519,1,1,1,1,100.0,100.0,100.0,100.0
952,952,17678.150784,74.99855560886797,1,1,1,1,100.0,100.0,100.0,100.0
953,953,20354.4936,82.80188633161256,1,1,1,1,100.0,100.0,100.0,100.0
954,954,18504.85224,66.6202580503621,1,1,1,1,100.0,100.0,100.0,100.0
955,955,18183.756528,68.1668734065535,1,1,1,1,100.0,100.0,100.0,100.0
956,956,19016.06448,34.27009564045982,1,1,1,1,100.0,100.0,100.0,100.0
957,957,18101.29272,95.54053404743571,1,1,1,1,100.0,100.0,100.0,100.0
958,958,17619.589679999997,77.8065016561176,1,1,1,1,100.0,100.0,100.0,100.0
959,959,18179.370720000003,76.18978480706843,1,1,1,1,100.0,100.0,100.0,100.0
960,960,17559.67248,97.21734025925832,1,1,1,1,100.0,100.0,100.0,100.0
961,961,18170.380368,65.30111196526083,1,1,1,1,100.0,100.0,100.0,100.0
962,962,17906.87472,76.48962021474117,1,1,1,1,100.0,100.0,100.0,100.0
963,963,19862.29392,84.86326078033443,1,1,1,1,100.0,100.0,100.0,100.0
964,964,19694.24016,71.48576564364815,1,1,1,1,100.0,100.0,100.0,100.0
965,965,18464.6952,83.81213575944474,1,1,1,1,100.0,100.0,100.0,100.0
966,966,17058.838944,80.97242642578948,1,1,1,1,100.0,100.0,100.0,100.0
967,967,17830.606079999998,93.46398807784848,1,1,1,1,100.0,100.0,100.0,100.0
968,968,18361.709856,93.16910247509324,1,1,1,1,100.0,100.0,100.0,100.0
969,969,19590.42624,67.92629168885398,1,1,1,1,100.0,100.0,100.0,100.0
970,970,18182.0856,85.26844136034858,1,1,1,1,100.0,100.0,100.0,100.0
971,971,18450.366144,77.17675132449347,1,1,1,1,100.0,100.0,100.0,100.0
972,972,18085.02864,86.9723405469626,1,1,1,1,100.0,100.0,100.0,100.0
973,973,20138.854176,86.38551627846122,1,1,1,1,100.0,100.0,100.0,100.0
974,974,18452.57904,80.90954338128788,1,1,1,1,100.0,100.0,100.0,100.0
975,975,17422.82304,86.93731244057435,1,1,1,1,100.0,100.0,100.0,100.0
976,976,18319.8624,70.40135741191237,1,1,1,1,100.0,100.0,100.0,100.0
977,977,18834.51024,95.76801697163006,1,1,1,1,100.0,100.0,100.0,100.0
978,978,18466.72464,89.93614320547445,1,1,1,1,100.0,100.0,100.0,100.0
979,979,17656.687776,89.98757698057759,1,1,1,1,100.0,100.0,100.0,100.0
980,980,17310.005664,78.76440811185655,1,1,1,1,100.0,100.0,100.0,100.0
981,981,17904.97968,84.05425040760582,1,1,1,1,100.0,100.0,100.0,100.0
