,Unnamed: 0,mass,distance_pc,Earth_like_detectability,Super_Earth_detectability,Sub_Neptune_detectability,Neptune_like_detectability,Earth_like_DI,Super_Earth_DI,Sub_Neptune_DI,Neptune_like_DI
324,324,20139.20832,84.89515649236182,1,1,1,1,100.0,100.0,100.0,100.0
325,325,20138.90256,84.31039287550693,1,1,1,1,100.0,100.0,100.0,100.0
326,326,18103.8564,85.310259083595,1,1,1,1,100.0,100.0,100.0,100.0
327,327,18988.52592,94.55429528842537,1,1,1,1,100.0,100.0,100.0,100.0
328,328,17156.844096,90.7812013796322,1,1,1,1,100.0,100.0,100.0,100.0
329,329,17749.96944,97.2001040542596,1,1,1,1,100.0,100.0,100.0,100.0
330,330,17955.61824,95.77283499330008,1,1,1,1,100.0,100.0,100.0,100.0
331,331,17793.370560000003,98.12061353829044,1,1,1,1,100.0,100.0,100.0,100.0
332,332,18396.7392,97.55584408751632,1,1,1,1,100.0,100.0,100.0,100.0
333,333,19267.54368,65.0083355955368,1,1,1,1,100.0,100.0,100.0,100.0
334,334,19042.35984,73.33740225716882,1,1,1,1,100.0,100.0,100.0,100.0
335,335,19170.39264,69.25236262437646,1,1,1,1,100.0,100.0,100.0,100.0
336,336,20465.93808,91.65877620906517,1,1,1,1,100.0,100.0,100.0,100.0
337,337,17703.6384,69.52270111418781,1,1,1,1,100.0,100.0,100.0,100.0
338,338,18655.79184,67.96013820679308,1,1,1,1,100.0,100.0,100.0,100.0
339,339,18488.09928,76.88037291593365,1,1,1,1,100.0,100.0,100.0,100.0
340,340,20058.77328,78.6071474057241,1,1,1,1,100.0,100.0,100.0,100.0
341,341,20139.314832,99.2037389094266,1,1,1,1,100.0,100.0,100.0,100.0
342,342,18463.95264,99.4848246452402,1,1,1,1,100.0,100.0,100.0,100.0
343,343,18911.241216,92.87417085196324,1,1,1,1,100.0,100.0,100.0,100.0
344,344,18464.21808,87.45060367788699,1,1,1,1,100.0,100.0,100.0,100.0
345,345,17913.357839999997,70.71902774003148,1,1,1,1,100.0,100.0,100.0,100.0
346,346,18858.03024,96.85708883181952,1,1,1,1,100.0,100.0,100.0,100.0
347,347,18422.300064,74.79336243390128,1,1,1,1,100.0,100.0,100.0,100.0
348,348,19144.719888,90.90288887217297,1,1,1,1,100.0,100.0,100.0,100.0
349,349,18598.66848,72.57185027681003,1,1,1,1,100.0,100.0,100.0,100.0
350,350,17712.49368,97.31227396669378,1,1,1,1,100.0,100.0,100.0,100.0
351,351,17766.6468,95.01139423362471,1,1,1,1,100.0,100.0,100.0,100.0
352,352,17370.696,99.20624547134668,1,1,1,1,100.0,100.0,100.0,100.0
353,353,18900.648480000003,95.94216178332826,1,1,1,1,100.0,100.0,100.0,100.0
354,354,18478.46616,92.16761902925204,1,1,1,1,100.0,100.0,100.0,100.0
355,355,20149.35552,22.69034947586737,1,1,1,1,100.0,100.0,100.0,100.0
356,356,17685.568320000002,95.69831724275656,1,1,1,1,100.0,100.0,100.0,100.0
357,357,17103.309215999998,94.78082223256736,1,1,1,1,100.0,100.0,100.0,100.0
358,358,20799.99264,27.225473819551965,1,1,1,1,100.0,100.0,100.0,100.0
359,359,19146.910944,90.5022767703625,1,1,1,1,100.0,100.0,100.0,100.0
360,360,18603.84288,73.26534989209372,1,1,1,1,100.0,100.0,100.0,100.0
361,361,17723.45904,99.73014511122508,1,1,1,1,100.0,100.0,100.0,100.0
362,362,18584.027616,25.608037061995542,1,1,1,1,100.0,100.0,100.0,100.0
363,363,17539.25376,82.72689821515233,1,1,1,1,100.0,100.0,100.0,100.0
364,364,19166.70168,62.924480774308826,1,1,1,1,100.0,100.0,100.0,100.0
365,365,16827.686400000002,74.01797643328507,1,1,1,1,100.0,100.0,100.0,100.0
366,366,19826.087904,70.75270141770633,1,1,1,1,100.0,100.0,100.0,100.0
367,367,19795.87512,80.24272982160834,1,1,1,1,100.0,100.0,100.0,100.0
368,368,18166.60944,83.71696274230135,1,1,1,1,100.0,100.0,100.0,100.0
369,369,17867.00832,95.79385317238872,1,1,1,1,100.0,100.0,100.0,100.0
370,370,18154.10856,89.13272684202134,1,1,1,1,100.0,100.0,100.0,100.0
371,371,17656.647792,96.48851306416094,1,1,1,1,100.0,100.0,100.0,100.0
372,372,18281.036592,91.16538761719356,1,1,1,1,100.0,100.0,100.0,100.0
373,373,18308.453856,84.67177947766129,1,1,1,1,100.0,100.0,100.0,100.0
374,374,20068.621440000003,89.11463315929326,1,1,1,1,100.0,100.0,100.0,100.0
375,375,19704.78384,11.10850024451173,1,1,1,1,100.0,100.0,100.0,100.0
376,376,18102.94752,70.91604298043451,1,1,1,1,100.0,100.0,100.0,100.0
377,377,20584.39152,22.01486248346892,1,1,1,1,100.0,100.0,100.0,100.0
378,378,18020.0832,98.86928012514194,1,1,1,1,100.0,100.0,100.0,100.0
379,379,17762.248895999997,97.39991637005264,1,1,1,1,100.0,100.0,100.0,100.0
380,380,17898.133344,85.02223928382097,1,1,1,1,100.0,100.0,100.0,100.0
381,381,18448.51008,98.54381503770928,1,1,1,1,100.0,100.0,100.0,100.0
382,382,17011.4112,81.68195671847687,1,1,1,1,100.0,100.0,100.0,100.0
383,383,17587.53192,82.6574643786454,1,1,1,1,100.0,100.0,100.0,100.0
384,384,20058.99168,50.46693561039753,1,1,1,1,100.0,100.0,100.0,100.0
385,385,18120.0684,85.70896587240289,1,1,1,1,100.0,100.0,100.0,100.0
386,386,20040.228432,60.33495595333562,1,1,1,1,100.0,100.0,100.0,100.0
387,387,19634.87904,57.16388777466279,1,1,1,1,100.0,100.0,100.0,100.0
388,388,18408.526080000003,73.94057400688018,1,1,1,1,100.0,100.0,100.0,100.0
389,389,21353.437392,98.58668718630716,1,1,1,1,100.0,100.0,100.0,100.0
390,390,19641.910176,70.13908711103346,1,1,1,1,100.0,100.0,100.0,100.0
391,391,19358.569440000003,93.20728990336404,1,1,1,1,100.0,100.0,100.0,100.0
392,392,18705.52992,25.65493304680352,1,1,1,1,100.0,100.0,100.0,100.0
393,393,17930.37456,88.76857163947327,1,1,1,1,100.0,100.0,100.0,100.0
394,394,17759.16072,77.05803939492434,1,1,1,1,100.0,100.0,100.0,100.0
395,395,18458.02056,94.82536373982178,1,1,1,1,100.0,100.0,100.0,100.0
396,396,18471.917520000003,93.73104346600812,1,1,1,1,100.0,100.0,100.0,100.0
397,397,17499.41256,96.53568165567464,1,1,1,1,100.0,100.0,100.0,100.0
398,398,20142.40704,72.73332195391369,1,1,1,1,100.0,100.0,100.0,100.0
399,399,19348.33152,67.814091313412,1,1,1,1,100.0,100.0,100.0,100.0
400,400,20436.981600000003,96.90800774598944,1,1,1,1,100.0,100.0,100.0,100.0
401,401,21202.5072,64.70253778239409,1,1,1,1,100.0,100.0,100.0,100.0
402,402,16991.64432,37.75041733483109,1,1,1,1,100.0,100.0,100.0,100.0
403,403,18679.058496,87.18499427000705,1,1,1,1,100.0,100.0,100.0,100.0
404,404,17795.65872,75.01581375333733,1,1,1,1,100.0,100.0,100.0,100.0
405,405,17868.92016,88.61994315358967,1,1,1,1,100.0,100.0,100.0,100.0
406,406,17285.526719999998,69.01978494820689,1,1,1,1,100.0,100.0,100.0,100.0
407,407,19320.23184,93.68349681276014,1,1,1,1,100.0,100.0,100.0,100.0
408,408,18224.06544,89.3790528762065,1,1,1,1,100.0,100.0,100.0,100.0
409,409,17046.42408,32.139407152031026,1,1,1,1,100.0,100.0,100.0,100.0
410,410,18468.3744,15.81908489225298,1,1,1,1,100.0,100.0,100.0,100.0
411,411,17960.4936,99.5116214408638,1,1,1,1,100.0,100.0,100.0,100.0
412,412,18894.732864,11.938274968449214,1,1,1,1,100.0,100.0,100.0,100.0
413,413,17824.50096,91.76794608618908,1,1,1,1,100.0,100.0,100.0,100.0
414,414,18089.24544,83.68667871665266,1,1,1,1,100.0,100.0,100.0,100.0
415,415,17227.323456000002,85.52136490306266,1,1,1,1,100.0,100.0,100.0,100.0
416,416,18417.79632,86.90827622269774,1,1,1,1,100.0,100.0,100.0,100.0
417,417,16983.669024,89.77157924170957,1,1,1,1,100.0,100.0,100.0,100.0
418,418,16924.90464,87.78234232940356,1,1,1,1,100.0,100.0,100.0,100.0
419,419,18202.8672,91.02651049666927,1,1,1,1,100.0,100.0,100.0,100.0
420,420,18181.55976,93.97200812478528,1,1,1,1,100.0,100.0,100.0,100.0
421,421,18297.04464,98.20946145655526,1,1,1,1,100.0,100.0,100.0,100.0
422,422,18455.71056,85.3595464267917,1,1,1,1,100.0,100.0,100.0,100.0
423,423,16926.058800000003,97.32989071945096,1,1,1,1,100.0,100.0,100.0,100.0
424,424,17397.019584,83.5592255228788,1,1,1,1,100.0,100.0,100.0,100.0
425,425,17831.372160000003,83.72878265376092,1,1,1,1,100.0,100.0,100.0,100.0
426,426,19493.589024,99.88296912554196,1,1,1,1,100.0,100.0,100.0,100.0
427,427,17542.274400000002,94.47931034873704,1,1,1,1,100.0,100.0,100.0,100.0
428,428,18651.05424,82.75294985090432,1,1,1,1,100.0,100.0,100.0,100.0
429,429,17573.671248,95.69452858119466,1,1,1,1,100.0,100.0,100.0,100.0
430,430,18428.977056,62.93608464992512,1,1,1,1,100.0,100.0,100.0,100.0
431,431,18985.49856,87.14115316185706,1,1,1,1,100.0,100.0,100.0,100.0
432,432,18463.22688,93.47690813302911,1,1,1,1,100.0,100.0,100.0,100.0
433,433,18363.742656,95.7079938771944,1,1,1,1,100.0,100.0,100.0,100.0
434,434,19385.90976,37.94178649615697,1,1,1,1,100.0,100.0,100.0,100.0
435,435,17465.7588,99.96381876348194,1,1,1,1,100.0,100.0,100.0,100.0
436,436,18865.28448,65.80016837677962,1,1,1,1,100.0,100.0,100.0,100.0
437,437,18222.87264,98.34801296572,1,1,1,1,100.0,100.0,100.0,100.0
438,438,18890.745552,65.37538798936833,1,1,1,1,100.0,100.0,100.0,100.0
439,439,17767.18608,79.98742610569275,1,1,1,1,100.0,100.0,100.0,100.0
440,440,19082.859936,56.69911317058834,1,1,1,1,100.0,100.0,100.0,100.0
441,441,17820.1716,22.24007683892304,1,1,1,1,100.0,100.0,100.0,100.0
442,442,18478.982928,70.5695553396829,1,1,1,1,100.0,100.0,100.0,100.0
443,443,18606.06552,88.67389953639567,1,1,1,1,100.0,100.0,100.0,100.0
444,444,19116.113184,44.409805043028825,1,1,1,1,100.0,100.0,100.0,100.0
445,445,18994.5,30.05479077902164,1,1,1,1,100.0,100.0,100.0,100.0
446,446,20771.6208,91.06892508207603,1,1,1,1,100.0,100.0,100.0,100.0
447,447,18137.96208,72.4595277010511,1,1,1,1,100.0,100.0,100.0,100.0
448,448,18181.49088,86.06022042833877,1,1,1,1,100.0,100.0,100.0,100.0
449,449,17880.7272,76.29491457779316,1,1,1,1,100.0,100.0,100.0,100.0
450,450,20720.13048,81.50069634136268,1,1,1,1,100.0,100.0,100.0,100.0
451,451,18607.07856,75.02155786530504,1,1,1,1,100.0,100.0,100.0,100.0
452,452,18075.37368,97.28152941681232,1,1,1,1,100.0,100.0,100.0,100.0
453,453,16811.872224,83.98083531744452,1,1,1,1,100.0,100.0,100.0,100.0
454,454,17199.28224,82.69787799728265,1,1,1,1,100.0,100.0,100.0,100.0
455,455,18121.61904,92.59450999346792,1,1,1,1,100.0,100.0,100.0,100.0
456,456,20753.85648,55.67947529313043,1,1,1,1,100.0,100.0,100.0,100.0
457,457,17866.21536,88.17601256701674,1,1,1,1,100.0,100.0,100.0,100.0
458,458,17892.094080000003,98.92815907303437,1,1,1,1,100.0,100.0,100.0,100.0
459,459,19299.67536,45.34193837570722,1,1,1,1,100.0,100.0,100.0,100.0
460,460,18137.0616,27.34217063942256,1,1,1,1,100.0,100.0,100.0,100.0
461,461,22600.7628,91.9546176289604,1,1,1,1,100.0,100.0,100.0,100.0
462,462,18030.722976,98.6872957091675,1,1,1,1,100.0,100.0,100.0,100.0
463,463,17767.702512,91.39988967267472,1,1,1,1,100.0,100.0,100.0,100.0
464,464,17820.347999999998,89.44633626072772,1,1,1,1,100.0,100.0,100.0,100.0
465,465,18014.386992,23.88537045700132,1,1,1,1,100.0,100.0,100.0,100.0
466,466,18376.5456,85.27146380129807,1,1,1,1,100.0,100.0,100.0,100.0
467,467,16977.450672,87.0184979740197,1,1,1,1,100.0,100.0,100.0,100.0
468,468,20028.88944,73.93688041337917,1,1,1,1,100.0,100.0,100.0,100.0
469,469,17075.15712,95.50361267303134,1,1,1,1,100.0,100.0,100.0,100.0
470,470,17882.914559999997,80.10169651015093,1,1,1,1,100.0,100.0,100.0,100.0
471,471,18897.87648,56.89591585689648,1,1,1,1,100.0,100.0,100.0,100.0
472,472,20304.276384,96.88962038561826,1,1,1,1,100.0,100.0,100.0,100.0
473,473,19143.19176,42.6208634112909,1,1,1,1,100.0,100.0,100.0,100.0
474,474,17694.06912,97.39373074409028,1,1,1,1,100.0,100.0,100.0,100.0
475,475,18912.63696,93.40129008819407,1,1,1,1,100.0,100.0,100.0,100.0
476,476,18414.595584,62.56546113906397,1,1,1,1,100.0,100.0,100.0,100.0
477,477,19924.751616,71.64148055662862,1,1,1,1,100.0,100.0,100.0,100.0
478,478,17187.790032,83.37036969181108,1,1,1,1,100.0,100.0,100.0,100.0
479,479,17816.74944,72.98699259721478,1,1,1,1,100.0,100.0,100.0,100.0
480,480,20514.619776,43.469194281790095,1,1,1,1,100.0,100.0,100.0,100.0
481,481,18359.7288,89.90243699598166,1,1,1,1,100.0,100.0,100.0,100.0
482,482,17514.12264,94.79655397377164,1,1,1,1,100.0,100.0,100.0,100.0
483,483,19100.311776,49.135220281564536,1,1,1,1,100.0,100.0,100.0,100.0
484,484,17638.61232,98.88839964638014,1,1,1,1,100.0,100.0,100.0,100.0
485,485,18274.037040000003,77.41209666122658,1,1,1,1,100.0,100.0,100.0,100.0
486,486,18480.29568,87.88633237856692,1,1,1,1,100.0,100.0,100.0,100.0
487,487,19453.71456,78.57462340393073,1,1,1,1,100.0,100.0,100.0,100.0
488,488,17002.99104,80.96807214221127,1,1,1,1,100.0,100.0,100.0,100.0
489,489,19599.62592,51.05620703176487,1,1,1,1,100.0,100.0,100.0,100.0
490,490,17547.379584,93.88608895865356,1,1,1,1,100.0,100.0,100.0,100.0
491,491,20139.236544,62.91557257311518,1,1,1,1,100.0,100.0,100.0,100.0
492,492,20071.50768,44.523882082230045,1,1,1,1,100.0,100.0,100.0,100.0
493,493,17030.70432,79.71289151220144,1,1,1,1,100.0,100.0,100.0,100.0
494,494,16884.394464,84.76836459055778,1,1,1,1,100.0,100.0,100.0,100.0
495,495,18489.11904,71.80878433298165,1,1,1,1,100.0,100.0,100.0,100.0
496,496,18352.666080000003,41.79175041020803,1,1,1,1,100.0,100.0,100.0,100.0
497,497,18099.071760000003,99.66482139650576,1,1,1,1,100.0,100.0,100.0,100.0
498,498,18043.45872,87.84933062220561,1,1,1,1,100.0,100.0,100.0,100.0
499,499,18167.34192,68.37660476268726,1,1,1,1,100.0,100.0,100.0,100.0
500,500,19368.71664,98.25221849658512,1,1,1,1,100.0,100.0,100.0,100.0
501,501,17612.05152,81.6343026890801,1,1,1,1,100.0,100.0,100.0,100.0
502,502,19419.93312,28.98835162389002,1,1,1,1,100.0,100.0,100.0,100.0
503,503,18400.753056,91.51386851765444,1,1,1,1,100.0,100.0,100.0,100.0
504,504,18439.1928,98.59781370706814,1,1,1,1,100.0,100.0,100.0,100.0
505,505,19979.81664,97.0826843465513,1,1,1,1,100.0,100.0,100.0,100.0
506,506,19045.572,58.75156050805557,1,1,1,1,100.0,100.0,100.0,100.0
507,507,16977.05856,89.7990335905533,1,1,1,1,100.0,100.0,100.0,100.0
508,508,20609.7948,78.19533789218407,1,1,1,1,100.0,100.0,100.0,100.0
509,509,17969.107632000003,97.36491649348552,1,1,1,1,100.0,100.0,100.0,100.0
510,510,17328.686928000003,73.76816044288837,1,1,1,1,100.0,100.0,100.0,100.0
511,511,19039.88184,24.7847227812467,1,1,1,1,100.0,100.0,100.0,100.0
512,512,18047.38152,90.41411209133128,1,1,1,1,100.0,100.0,100.0,100.0
513,513,18703.207152,93.55745027791566,1,1,1,1,100.0,100.0,100.0,100.0
514,514,18469.88304,95.60922531656884,1,1,1,1,100.0,100.0,100.0,100.0
515,515,19267.92,48.19411362113979,1,1,1,1,100.0,100.0,100.0,100.0
516,516,18470.910192000003,90.17842514162687,1,1,1,1,100.0,100.0,100.0,100.0
517,517,17537.96016,82.08065093565455,1,1,1,1,100.0,100.0,100.0,100.0
518,518,18169.57128,99.16054950027645,1,1,1,1,100.0,100.0,100.0,100.0
519,519,17561.3088,81.3191585773918,1,1,1,1,100.0,100.0,100.0,100.0
520,520,17666.6448,74.42818629420958,1,1,1,1,100.0,100.0,100.0,100.0
521,521,18028.690176,91.76673930301722,1,1,1,1,100.0,100.0,100.0,100.0
522,522,18186.185808,87.70155052005745,1,1,1,1,100.0,100.0,100.0,100.0
523,523,21283.48656,92.11083004654976,1,1,1,1,100.0,100.0,100.0,100.0
524,524,18836.409648,78.43709930504062,1,1,1,1,100.0,100.0,100.0,100.0
525,525,18481.60944,93.11709137678066,1,1,1,1,100.0,100.0,100.0,100.0
526,526,18140.80128,75.66191929424775,1,1,1,1,100.0,100.0,100.0,100.0
527,527,19321.1928,54.7884214934619,1,1,1,1,100.0,100.0,100.0,100.0
528,528,20009.961216000003,22.544602848644573,1,1,1,1,100.0,100.0,100.0,100.0
529,529,17731.44576,93.60865761922328,1,1,1,1,100.0,100.0,100.0,100.0
530,530,17555.838720000003,99.90104698655678,1,1,1,1,100.0,100.0,100.0,100.0
531,531,19171.656,96.83928259190296,1,1,1,1,100.0,100.0,100.0,100.0
532,532,16857.587040000002,88.79178704138877,1,1,1,1,100.0,100.0,100.0,100.0
533,533,18827.0376,42.574591953251854,1,1,1,1,100.0,100.0,100.0,100.0
534,534,18488.59992,84.63625123008336,1,1,1,1,100.0,100.0,100.0,100.0
535,535,17719.388736,94.70689238284788,1,1,1,1,100.0,100.0,100.0,100.0
536,536,17806.250784,73.44032168208537,1,1,1,1,100.0,100.0,100.0,100.0
537,537,18025.964544,76.39039462231268,1,1,1,1,100.0,100.0,100.0,100.0
538,538,18459.15456,97.38721283840918,1,1,1,1,100.0,100.0,100.0,100.0
539,539,18005.448719999997,99.1405611877784,1,1,1,1,100.0,100.0,100.0,100.0
540,540,19999.797552,62.7288827208261,1,1,1,1,100.0,100.0,100.0,100.0
541,541,18273.3936,85.90411836812798,1,1,1,1,100.0,100.0,100.0,100.0
542,542,19169.070816,99.18658995175866,1,1,1,1,100.0,100.0,100.0,100.0
543,543,18471.61512,99.80999034187164,1,1,1,1,100.0,100.0,100.0,100.0
544,544,18102.24864,91.16710585653551,1,1,1,1,100.0,100.0,100.0,100.0
545,545,20136.4296,68.25787516458281,1,1,1,1,100.0,100.0,100.0,100.0
546,546,18305.55216,90.5598913692654,1,1,1,1,100.0,100.0,100.0,100.0
547,547,20834.87616,98.3010221530774,1,1,1,1,100.0,100.0,100.0,100.0
548,548,17696.212799999998,92.35997568339324,1,1,1,1,100.0,100.0,100.0,100.0
549,549,17594.854032,87.13493778822067,1,1,1,1,100.0,100.0,100.0,100.0
550,550,17607.557184,96.82549890425848,1,1,1,1,100.0,100.0,100.0,100.0
551,551,18327.6576,28.772369781631,1,1,1,1,100.0,100.0,100.0,100.0
552,552,17494.7724,82.02566220850132,1,1,1,1,100.0,100.0,100.0,100.0
553,553,18268.9248,84.30162022475623,1,1,1,1,100.0,100.0,100.0,100.0
554,554,19408.55952,73.3940824576711,1,1,1,1,100.0,100.0,100.0,100.0
555,555,19541.23248,76.04420522930293,1,1,1,1,100.0,100.0,100.0,100.0
556,556,18440.058336,82.66506585466949,1,1,1,1,100.0,100.0,100.0,100.0
557,557,20538.411936,52.80646083027989,1,1,1,1,100.0,100.0,100.0,100.0
558,558,17074.0248,98.26783725068506,1,1,1,1,100.0,100.0,100.0,100.0
559,559,18455.557344,80.72639503500001,1,1,1,1,100.0,100.0,100.0,100.0
560,560,18238.470768,97.58292103491009,1,1,1,1,100.0,100.0,100.0,100.0
561,561,17434.16808,79.26333287593731,1,1,1,1,100.0,100.0,100.0,100.0
562,562,17825.290559999998,70.89335398541004,1,1,1,1,100.0,100.0,100.0,100.0
563,563,19103.399952,95.23830623667608,1,1,1,1,100.0,100.0,100.0,100.0
564,564,17785.7064,91.16642717841152,1,1,1,1,100.0,100.0,100.0,100.0
565,565,18305.0112,96.65532538824527,1,1,1,1,100.0,100.0,100.0,100.0
566,566,17877.11856,84.42839536330665,1,1,1,1,100.0,100.0,100.0,100.0
567,567,19766.97072,56.81051024392043,1,1,1,1,100.0,100.0,100.0,100.0
568,568,18137.3472,79.12967020283328,1,1,1,1,100.0,100.0,100.0,100.0
569,569,19329.198,73.31487263463208,1,1,1,1,100.0,100.0,100.0,100.0
570,570,17378.720688,86.6893651470067,1,1,1,1,100.0,100.0,100.0,100.0
571,571,18480.0504,64.42804299042919,1,1,1,1,100.0,100.0,100.0,100.0
572,572,18356.310672,91.4383014401675,1,1,1,1,100.0,100.0,100.0,100.0
573,573,17651.36856,91.2422998102518,1,1,1,1,100.0,100.0,100.0,100.0
574,574,19127.9088,82.26111627984113,1,1,1,1,100.0,100.0,100.0,100.0
575,575,17954.808480000003,89.24675785337182,1,1,1,1,100.0,100.0,100.0,100.0
576,576,19606.63488,66.8548105977248,1,1,1,1,100.0,100.0,100.0,100.0
577,577,17887.40016,99.52218124966338,1,1,1,1,100.0,100.0,100.0,100.0
578,578,18139.536576,82.225806284981,1,1,1,1,100.0,100.0,100.0,100.0
579,579,18312.905856,98.05927692671466,1,1,1,1,100.0,100.0,100.0,100.0
580,580,17526.56304,84.82521642479229,1,1,1,1,100.0,100.0,100.0,100.0
581,581,16834.03008,97.13821602541788,1,1,1,1,100.0,100.0,100.0,100.0
582,582,18478.50816,82.0297056723455,1,1,1,1,100.0,100.0,100.0,100.0
583,583,17321.707199999997,71.9512968345207,1,1,1,1,100.0,100.0,100.0,100.0
584,584,17776.05984,63.02746590477749,1,1,1,1,100.0,100.0,100.0,100.0
585,585,17571.62232,95.56471534087704,1,1,1,1,100.0,100.0,100.0,100.0
586,586,19816.53744,93.36446798067666,1,1,1,1,100.0,100.0,100.0,100.0
587,587,16860.241439999998,99.35921892350918,1,1,1,1,100.0,100.0,100.0,100.0
588,588,21423.778656,61.89142465240749,1,1,1,1,100.0,100.0,100.0,100.0
589,589,17786.513808000003,81.28647619893356,1,1,1,1,100.0,100.0,100.0,100.0
590,590,19404.858816,94.79184628382436,1,1,1,1,100.0,100.0,100.0,100.0
591,591,18601.529184,57.52859921237543,1,1,1,1,100.0,100.0,100.0,100.0
592,592,17310.62256,96.82146692461905,1,1,1,1,100.0,100.0,100.0,100.0
593,593,17954.99664,94.98805124693034,1,1,1,1,100.0,100.0,100.0,100.0
594,594,19200.577536,89.47140460996074,1,1,1,1,100.0,100.0,100.0,100.0
595,595,18388.65168,94.08598060131486,1,1,1,1,100.0,100.0,100.0,100.0
596,596,18172.4928,76.57887191248096,1,1,1,1,100.0,100.0,100.0,100.0
597,597,18082.95216,96.4589324385834,1,1,1,1,100.0,100.0,100.0,100.0
598,598,18046.83552,94.40264630818469,1,1,1,1,100.0,100.0,100.0,100.0
599,599,18188.965536,97.48549017141744,1,1,1,1,100.0,100.0,100.0,100.0
600,600,18248.91936,98.82029250905497,1,1,1,1,100.0,100.0,100.0,100.0
601,601,19298.76144,52.73400032993589,1,1,1,1,100.0,100.0,100.0,100.0
602,602,18160.76304,72.08697616488875,1,1,1,1,100.0,100.0,100.0,100.0
603,603,18498.058992,92.86059872009464,1,1,1,1,100.0,100.0,100.0,100.0
604,604,16979.252640000002,85.97795006032581,1,1,1,1,100.0,100.0,100.0,100.0
605,605,19609.67568,33.6243863298621,1,1,1,1,100.0,100.0,100.0,100.0
606,606,18295.81152,95.5029893926103,1,1,1,1,100.0,100.0,100.0,100.0
607,607,18042.478944,94.174874647021,1,1,1,1,100.0,100.0,100.0,100.0
608,608,20143.04208,80.97263567265037,1,1,1,1,100.0,100.0,100.0,100.0
609,609,21502.09488,93.2308191004808,1,1,1,1,100.0,100.0,100.0,100.0
610,610,18793.59888,72.02858877450741,1,1,1,1,100.0,100.0,100.0,100.0
611,611,17778.232752,97.46840158379092,1,1,1,1,100.0,100.0,100.0,100.0
612,612,18149.64648,98.91856661098998,1,1,1,1,100.0,100.0,100.0,100.0
613,613,19769.8536,71.82393566035849,1,1,1,1,100.0,100.0,100.0,100.0
614,614,18228.34608,80.772412470358,1,1,1,1,100.0,100.0,100.0,100.0
615,615,19498.253376,90.70365354817916,1,1,1,1,100.0,100.0,100.0,100.0
616,616,19107.02472,64.92167808007139,1,1,1,1,100.0,100.0,100.0,100.0
617,617,17737.395312,27.012110562965468,1,1,1,1,100.0,100.0,100.0,100.0
618,618,16875.643679999997,91.75837377464624,1,1,1,1,100.0,100.0,100.0,100.0
619,619,19182.57936,95.20388178068114,1,1,1,1,100.0,100.0,100.0,100.0
620,620,17378.55168,77.23727971674099,1,1,1,1,100.0,100.0,100.0,100.0
621,621,17201.692704,92.28952634357168,1,1,1,1,100.0,100.0,100.0,100.0
622,622,18249.663936,95.42348985291736,1,1,1,1,100.0,100.0,100.0,100.0
623,623,20275.693536,52.013128833095536,1,1,1,1,100.0,100.0,100.0,100.0
624,624,17899.590239999998,83.58949251810715,1,1,1,1,100.0,100.0,100.0,100.0
625,625,18066.96864,93.94298409463892,1,1,1,1,100.0,100.0,100.0,100.0
626,626,18046.2744,95.6330164057878,1,1,1,1,100.0,100.0,100.0,100.0
627,627,17688.022464,96.97307510803704,1,1,1,1,100.0,100.0,100.0,100.0
628,628,19417.03512,96.79699898243928,1,1,1,1,100.0,100.0,100.0,100.0
629,629,20959.462944,66.88100156030674,1,1,1,1,100.0,100.0,100.0,100.0
630,630,18232.738944,70.07374734506213,1,1,1,1,100.0,100.0,100.0,100.0
631,631,18413.484096,79.63631424943325,1,1,1,1,100.0,100.0,100.0,100.0
632,632,17698.2624,99.05397278193912,1,1,1,1,100.0,100.0,100.0,100.0
633,633,18314.352000000003,95.4252352995104,1,1,1,1,100.0,100.0,100.0,100.0
634,634,20513.1276,65.88840476348527,1,1,1,1,100.0,100.0,100.0,100.0
635,635,18439.839936,89.55533411179657,1,1,1,1,100.0,100.0,100.0,100.0
636,636,17806.072367999997,66.44551118064882,1,1,1,1,100.0,100.0,100.0,100.0
637,637,18208.51536,67.5882034052223,1,1,1,1,100.0,100.0,100.0,100.0
638,638,17006.556,85.93221211870012,1,1,1,1,100.0,100.0,100.0,100.0
639,639,19495.992432000003,95.91406179813222,1,1,1,1,100.0,100.0,100.0,100.0
640,640,19280.948736,77.78249949280979,1,1,1,1,100.0,100.0,100.0,100.0
641,641,19060.29552,95.92196632555492,1,1,1,1,100.0,100.0,100.0,100.0
642,642,17051.86896,91.63737222980848,1,1,1,1,100.0,100.0,100.0,100.0
643,643,17766.14616,35.73445985339835,1,1,1,1,100.0,100.0,100.0,100.0
644,644,18238.3992,77.32401641644385,1,1,1,1,100.0,100.0,100.0,100.0
645,645,20623.100736,57.4835740134945,1,1,1,1,100.0,100.0,100.0,100.0
646,646,17588.038608,34.61931642759839,1,1,1,1,100.0,100.0,100.0,100.0
647,647,17168.559744,99.86464210116422,1,1,1,1,100.0,100.0,100.0,100.0
648,648,18784.1136,20.95437550694413,1,1,1,1,100.0,100.0,100.0,100.0
649,649,18464.12904,68.95291610430495,1,1,1,1,100.0,100.0,100.0,100.0
650,650,16851.8364,86.71152174736335,1,1,1,1,100.0,100.0,100.0,100.0
651,651,19559.91744,96.72904059824508,1,1,1,1,100.0,100.0,100.0,100.0
652,652,21319.4016,79.75570842253893,1,1,1,1,100.0,100.0,100.0,100.0
