,mass,distance_pc,Earth_like_detectability,Super_Earth_detectability,Sub_Neptune_detectability,Neptune_like_detectability
565,18305.0112,96.65532538824527,1,1,1,1
566,17877.11856,84.42839536330665,1,1,1,1
567,19766.970719999998,56.81051024392043,1,1,1,1
568,18137.3472,79.12967020283328,1,1,1,1
569,19329.198,73.31487263463208,1,1,1,1
570,17378.720688,86.6893651470067,1,1,1,1
571,18480.0504,64.42804299042919,1,1,1,1
572,18356.310672,91.4383014401675,1,1,1,1
573,17651.36856,91.2422998102518,1,1,1,1
574,19127.9088,82.26111627984113,1,1,1,1
575,17954.808480000003,89.24675785337182,1,1,1,1
576,19606.63488,66.8548105977248,1,1,1,1
577,17887.40016,99.52218124966338,1,1,1,1
578,18139.536576,82.225806284981,1,1,1,1
579,18312.905855999998,98.05927692671466,1,1,1,1
580,17526.56304,84.82521642479229,1,1,1,1
581,16834.03008,97.13821602541788,1,1,1,1
582,18478.50816,82.0297056723455,1,1,1,1
583,17321.707199999997,71.9512968345207,1,1,1,1
584,17776.05984,63.02746590477749,1,1,1,1
585,17571.62232,95.56471534087704,1,1,1,1
586,19816.53744,93.36446798067666,1,1,1,1
587,16860.241439999998,99.35921892350918,1,1,1,1
588,21423.778656000002,61.89142465240749,1,1,1,1
589,17786.513808000003,81.28647619893356,1,1,1,1
590,19404.858816,94.79184628382436,1,1,1,1
591,18601.529184,57.52859921237543,1,1,1,1
592,17310.62256,96.82146692461905,1,1,1,1
593,17954.99664,94.98805124693034,1,1,1,1
594,19200.577536,89.47140460996074,1,1,1,1
595,18388.65168,94.08598060131486,1,1,1,1
596,18172.4928,76.57887191248096,1,1,1,1
597,18082.95216,96.4589324385834,1,1,1,1
598,18046.83552,94.40264630818469,1,1,1,1
599,18188.965536,97.48549017141744,1,1,1,1
600,18248.91936,98.82029250905497,1,1,1,1
601,19298.761440000002,52.73400032993589,1,1,1,1
602,18160.76304,72.08697616488875,1,1,1,1
603,18498.058992,92.86059872009464,1,1,1,1
604,16979.252640000002,85.97795006032581,1,1,1,1
605,19609.67568,33.6243863298621,1,1,1,1
606,18295.81152,95.5029893926103,1,1,1,1
607,18042.478944,94.174874647021,1,1,1,1
608,20143.04208,80.97263567265037,1,1,1,1
609,21502.09488,93.2308191004808,1,1,1,1
610,18793.59888,72.02858877450741,1,1,1,1
611,17778.232752,97.46840158379092,1,1,1,1
612,18149.64648,98.91856661098998,1,1,1,1
613,19769.8536,71.82393566035849,1,1,1,1
614,18228.34608,80.772412470358,1,1,1,1
615,19498.253376,90.70365354817916,1,1,1,1
616,19107.02472,64.92167808007139,1,1,1,1
617,17737.395312,27.012110562965468,1,1,1,1
618,16875.643679999997,91.75837377464624,1,1,1,1
619,19182.57936,95.20388178068114,1,1,1,1
620,17378.55168,77.23727971674099,1,1,1,1
621,17201.692704,92.28952634357168,1,1,1,1
622,18249.663936,95.42348985291736,1,1,1,1
623,20275.693536000002,52.013128833095536,1,1,1,1
624,17899.590239999998,83.58949251810715,1,1,1,1
625,18066.96864,93.94298409463892,1,1,1,1
626,18046.274400000002,95.6330164057878,1,1,1,1
627,17688.022464,96.97307510803704,1,1,1,1
628,19417.03512,96.79699898243928,1,1,1,1
629,20959.462944,66.88100156030674,1,1,1,1
630,18232.738944,70.07374734506213,1,1,1,1
631,18413.484096,79.63631424943325,1,1,1,1
632,17698.2624,99.05397278193912,1,1,1,1
633,18314.352000000003,95.4252352995104,1,1,1,1
634,20513.1276,65.88840476348527,1,1,1,1
635,18439.839936,89.55533411179657,1,1,1,1
636,17806.072367999997,66.44551118064882,1,1,1,1
637,18208.51536,67.5882034052223,1,1,1,1
638,17006.556,85.93221211870012,1,1,1,1
639,19495.992432000003,95.91406179813222,1,1,1,1
640,19280.948736,77.78249949280979,1,1,1,1
641,19060.29552,95.92196632555492,1,1,1,1
642,17051.86896,91.63737222980848,1,1,1,1
643,17766.14616,35.73445985339835,1,1,1,1
644,18238.3992,77.32401641644385,1,1,1,1
645,20623.100736,57.4835740134945,1,1,1,1
646,17588.038608,34.61931642759839,1,1,1,1
647,17168.559744,99.86464210116422,1,1,1,1
648,18784.1136,20.95437550694413,1,1,1,1
649,18464.12904,68.95291610430495,1,1,1,1
650,16851.8364,86.71152174736335,1,1,1,1
651,19559.91744,96.72904059824508,1,1,1,1
652,21319.4016,79.75570842253893,1,1,1,1
653,18459.715679999998,28.244657031491048,1,1,1,1
654,18267.7404,94.11361263979975,1,1,1,1
655,18428.121600000002,92.18288039490156,1,1,1,1
656,18286.862496,12.3425490198891,1,1,1,1
657,18481.105440000003,76.35338215646604,1,1,1,1
658,19318.48128,95.59090290822144,1,1,1,1
659,18727.003679999998,63.29151620837203,1,1,1,1
660,19826.980320000002,92.16456532864592,1,1,1,1
661,19283.87664,54.26232117978975,1,1,1,1
662,21517.1292,75.49843850701217,1,1,1,1
663,17082.40128,93.84935369258572,1,1,1,1
664,16921.036272,85.16903346860107,1,1,1,1
665,17380.58448,85.22912004537652,1,1,1,1
666,17608.83936,83.88292386011302,1,1,1,1
667,17497.744319999998,90.42505428313125,1,1,1,1
668,21531.580896000003,98.09836608944046,1,1,1,1
669,18292.31376,81.4430041516483,1,1,1,1
670,19099.236240000002,85.53917737087633,1,1,1,1
671,17586.58608,82.92930890936675,1,1,1,1
672,18974.368896000004,99.42347967578571,1,1,1,1
673,19110.143136,29.34868343778506,1,1,1,1
674,20136.841536000004,84.98442368225146,1,1,1,1
675,17958.59856,38.00325558368873,1,1,1,1
676,21257.60784,84.92389056117456,1,1,1,1
677,19156.4016,84.99306006859236,1,1,1,1
678,17998.250928,84.54451981535875,1,1,1,1
679,18899.72448,84.18411537145846,1,1,1,1
680,18190.86192,71.59521226167558,1,1,1,1
681,19931.206512,46.00683164493983,1,1,1,1
682,17670.70368,93.06013010379232,1,1,1,1
683,17543.44704,71.55608819649754,1,1,1,1
684,20765.91888,82.60765117442939,1,1,1,1
685,18092.98848,93.89639292605904,1,1,1,1
686,17999.622816,77.0858969917896,1,1,1,1
687,21314.847120000002,93.3332518144614,1,1,1,1
688,18943.525439999998,73.67643074138422,1,1,1,1
689,20742.237599999997,88.0946411646195,1,1,1,1
690,18177.80832,86.35434248556159,1,1,1,1
691,19683.424320000002,69.79753026348361,1,1,1,1
692,20427.517488,21.553329274811578,1,1,1,1
693,17846.79792,95.77401398312271,1,1,1,1
694,21259.770336,94.1467472999174,1,1,1,1
695,19043.81304,97.59186928608992,1,1,1,1
696,19084.097759999997,95.93887573129828,1,1,1,1
697,19023.305279999997,96.65219601431578,1,1,1,1
698,18342.305519999998,97.3922206753224,1,1,1,1
699,18008.7852,77.97405404557247,1,1,1,1
700,17686.57632,88.5524564011916,1,1,1,1
701,18105.83712,86.90852263730669,1,1,1,1
702,17997.43344,69.96211117301213,1,1,1,1
703,19287.7776,90.56459008051438,1,1,1,1
704,21582.527904,81.0033883753783,1,1,1,1
705,17720.544576,77.79096841492522,1,1,1,1
706,18093.79824,70.37790220348595,1,1,1,1
707,18216.328704,55.72655612545169,1,1,1,1
708,16840.73328,90.8122960496849,1,1,1,1
709,17279.36784,90.12063821016912,1,1,1,1
710,18724.91376,98.32573823989712,1,1,1,1
711,18457.90464,78.7389875782184,1,1,1,1
712,17495.604,95.9000629983274,1,1,1,1
713,17003.21616,97.5953527643262,1,1,1,1
714,17425.87728,96.57318380715304,1,1,1,1
715,17730.1656,78.78545832208236,1,1,1,1
716,20141.49984,54.89180536076059,1,1,1,1
717,21624.872639999998,93.94841170659564,1,1,1,1
718,20636.72016,43.542878378276434,1,1,1,1
719,18579.545376000002,91.01598874375216,1,1,1,1
720,16953.31008,66.43375310541059,1,1,1,1
721,19116.63936,95.84125926893938,1,1,1,1
722,19667.58696,80.54703167202304,1,1,1,1
723,18439.59936,93.88992175090551,1,1,1,1
724,16928.484384,89.07288971792872,1,1,1,1
725,18429.864432,84.21810394417697,1,1,1,1
726,17685.577056000002,81.4472157522328,1,1,1,1
727,17423.34552,87.35546949362218,1,1,1,1
728,18760.052639999998,82.59096025404345,1,1,1,1
729,17113.629119999998,93.01658926229798,1,1,1,1
730,21060.08688,86.71776236855649,1,1,1,1
731,19580.9796,93.79715442664308,1,1,1,1
732,17634.5736,99.8764427744308,1,1,1,1
733,20198.783472,40.09181472166384,1,1,1,1
734,18467.435279999998,84.67036727078029,1,1,1,1
735,20507.594352,51.12327303397351,1,1,1,1
736,18080.484576000003,92.74496656472378,1,1,1,1
737,18343.311840000002,96.96590081148312,1,1,1,1
738,18151.699104,84.88960365663539,1,1,1,1
739,19227.20184,57.66461355723134,1,1,1,1
740,20348.327999999998,83.10305549594658,1,1,1,1
741,19053.39744,67.22208869190192,1,1,1,1
742,16928.72664,80.63496357738946,1,1,1,1
743,18231.81696,80.43331674336106,1,1,1,1
744,18674.6784,99.87731060003972,1,1,1,1
745,18328.38336,86.85900722083989,1,1,1,1
746,17700.70344,85.94569774638431,1,1,1,1
747,18183.71856,95.50950013283251,1,1,1,1
748,19955.84304,79.78691033518277,1,1,1,1
749,18833.24688,63.49390981415056,1,1,1,1
750,17810.96688,86.66684075545409,1,1,1,1
751,17090.558016,62.17947017435507,1,1,1,1
752,20063.42184,76.96315422461564,1,1,1,1
753,18367.51392,83.57297818511682,1,1,1,1
754,18989.158944,72.66405321364633,1,1,1,1
755,20726.079360000003,19.827743304623898,1,1,1,1
756,17767.352064,94.47938965648598,1,1,1,1
757,17908.177056,83.00112495024624,1,1,1,1
758,19566.892799999998,24.0291811698274,1,1,1,1
759,18707.59968,30.02412584901766,1,1,1,1
760,18267.76896,99.52093145687044,1,1,1,1
761,19063.405536000002,76.56605710509339,1,1,1,1
762,19013.54112,76.82818588638848,1,1,1,1
763,19338.995424,92.42991878056546,1,1,1,1
764,18362.398992,83.75625548086406,1,1,1,1
765,18123.43008,88.83384897721838,1,1,1,1
766,17347.728720000003,97.6649911865232,1,1,1,1
767,18005.394624,79.348558570519,1,1,1,1
768,18395.766144,86.04536643190517,1,1,1,1
769,19185.257279999998,98.0946800471048,1,1,1,1
770,18465.41088,97.40212444979346,1,1,1,1
771,18416.67744,98.35132706580328,1,1,1,1
772,17748.636528,80.88451108720412,1,1,1,1
773,19146.86928,99.8575276416276,1,1,1,1
774,16999.117968,68.47629572864803,1,1,1,1
775,18218.47104,74.02796135010398,1,1,1,1
776,16864.29696,85.40505283070898,1,1,1,1
777,18729.16416,97.23243736151426,1,1,1,1
778,18212.333328,96.26380241562477,1,1,1,1
779,19140.47016,84.92501891730646,1,1,1,1
780,19293.46608,99.04738386921484,1,1,1,1
781,18455.198832000002,87.0374035482667,1,1,1,1
782,16848.222719999998,95.00710991379106,1,1,1,1
783,17577.79632,92.30420001641792,1,1,1,1
784,21213.47088,99.5473458616562,1,1,1,1
785,18166.21296,65.40967945715786,1,1,1,1
786,20041.54992,14.385526343845576,1,1,1,1
787,18547.361279999997,82.47204617804994,1,1,1,1
788,19910.097984,93.59620095912948,1,1,1,1
789,17570.671103999997,74.4458665401528,1,1,1,1
790,18624.09696,42.10302671747553,1,1,1,1
791,19936.01904,50.90604129466816,1,1,1,1
792,18445.33824,91.65350483580276,1,1,1,1
793,17317.44672,93.66929561243768,1,1,1,1
794,17476.91232,86.89472674361518,1,1,1,1
795,20308.03152,69.93877650687277,1,1,1,1
796,17482.938144,97.36890871909826,1,1,1,1
797,20104.15344,91.750727159875,1,1,1,1
798,18469.26144,86.51405842559043,1,1,1,1
799,18786.251568,90.71473659189527,1,1,1,1
800,19860.778560000002,25.935965779978225,1,1,1,1
801,18893.537376,92.8139529813084,1,1,1,1
802,19205.15856,99.69571343733244,1,1,1,1
803,18257.245440000002,99.65058086166802,1,1,1,1
804,19135.447296000002,69.29827947699957,1,1,1,1
805,17773.101696,78.57779985717936,1,1,1,1
806,16942.390079999997,80.15371974907418,1,1,1,1
807,17831.436,95.37723582675106,1,1,1,1
808,18610.433184,96.13601864657323,1,1,1,1
809,16805.0064,75.64789858353213,1,1,1,1
810,20541.21888,54.80670201601891,1,1,1,1
811,17537.395679999998,98.26728341842276,1,1,1,1
812,17789.111424000002,73.20855949668514,1,1,1,1
813,18308.236800000002,81.61020401424636,1,1,1,1
814,19140.878399999998,92.158762832486,1,1,1,1
815,18310.54512,13.923298853186076,1,1,1,1
816,17529.259104,82.88933625085456,1,1,1,1
817,21137.878944,96.39783664344732,1,1,1,1
818,19873.394016000002,91.01861160475406,1,1,1,1
819,17267.0904,97.27201318306656,1,1,1,1
820,19580.31936,75.83214614084963,1,1,1,1
821,17243.93664,91.68242708159757,1,1,1,1
822,18176.706240000003,86.18937781766861,1,1,1,1
823,18262.722240000003,99.7564712563104,1,1,1,1
824,18721.205664,67.37351175603064,1,1,1,1
825,17897.735520000002,96.31814246524058,1,1,1,1
826,18177.25056,93.47838309501248,1,1,1,1
827,18472.6752,97.71815419503712,1,1,1,1
828,17675.359296,96.68934900352158,1,1,1,1
829,17795.0304,83.3967935851134,1,1,1,1
830,17458.5432,78.52053475572906,1,1,1,1
831,17653.75584,99.75810113705364,1,1,1,1
832,17827.217183999997,97.92127601353694,1,1,1,1
833,18143.46408,76.94947266425582,1,1,1,1
834,20619.18432,93.86811909818158,1,1,1,1
835,18265.469376,84.03176340168783,1,1,1,1
836,17768.899680000002,99.83527274636027,1,1,1,1
837,17782.064159999998,85.49485931709363,1,1,1,1
838,20606.92368,30.971814840380787,1,1,1,1
839,17863.90368,74.56238302282624,1,1,1,1
840,20138.517504,49.97713600268274,1,1,1,1
841,18292.00128,91.48072720800866,1,1,1,1
842,20445.564048,21.483300716646166,1,1,1,1
843,18460.758288,99.24791095404125,1,1,1,1
844,19887.490560000002,88.12180630347933,1,1,1,1
845,17017.863407999997,92.67898927691812,1,1,1,1
846,17841.56472,87.58734675187002,1,1,1,1
847,16939.717536,91.7419981454551,1,1,1,1
848,18368.48328,23.549338946669803,1,1,1,1
849,20135.701824,98.55794899959892,1,1,1,1
850,19456.01952,95.09546820965336,1,1,1,1
851,17984.20176,85.29156101025968,1,1,1,1
852,16945.787040000003,99.37212284574422,1,1,1,1
853,21389.70456,32.04329543318561,1,1,1,1
854,17849.621328,97.23672435272675,1,1,1,1
855,17926.673856,87.61570416325435,1,1,1,1
856,18010.8264,88.0347410439566,1,1,1,1
857,20040.04128,94.56140289656584,1,1,1,1
858,17401.06032,76.34483396405476,1,1,1,1
859,18335.504544,86.21201002022585,1,1,1,1
860,18109.656096000002,91.06789597518636,1,1,1,1
861,19846.26,92.85609380704192,1,1,1,1
862,17395.88424,85.41372856470623,1,1,1,1
863,17812.9224,99.48334541362544,1,1,1,1
864,17143.963200000002,93.78909088876496,1,1,1,1
865,17566.00608,64.51940067959215,1,1,1,1
866,17643.52128,89.02204465369402,1,1,1,1
867,18930.35928,65.50617511916917,1,1,1,1
868,18391.908864,95.96802602349186,1,1,1,1
869,17122.68432,88.40601709829646,1,1,1,1
870,18463.964736,85.00969746031745,1,1,1,1
871,21128.384256,98.40194342637496,1,1,1,1
872,20139.157919999998,95.92472249384338,1,1,1,1
873,19820.94912,63.94422345528479,1,1,1,1
874,17778.699456,87.52899816789426,1,1,1,1
875,18230.3016,98.51353114485468,1,1,1,1
876,18137.30352,63.83543880492572,1,1,1,1
877,17847.10032,96.90318546968356,1,1,1,1
878,18263.0952,77.51439400684116,1,1,1,1
879,17053.944432,84.86564127675203,1,1,1,1
880,18480.0168,69.35173417097272,1,1,1,1
881,18519.2952,61.64104624800497,1,1,1,1
882,19577.97744,98.70013128379344,1,1,1,1
883,17698.98816,98.6546941307038,1,1,1,1
884,18135.110783999997,86.51486775597917,1,1,1,1
885,19097.35968,55.782864018338685,1,1,1,1
886,17301.678239999997,84.8026837368691,1,1,1,1
887,18175.30848,73.69008945166321,1,1,1,1
888,18141.54552,37.15426513798632,1,1,1,1
889,20815.77624,91.10763376495282,1,1,1,1
890,19341.46704,64.06662061988636,1,1,1,1
891,19188.437184000002,81.25381737697768,1,1,1,1
892,18449.59536,83.02492456083607,1,1,1,1
893,18252.45072,84.38236821875795,1,1,1,1
894,17400.41184,78.65166667488421,1,1,1,1
895,18608.945376,84.65622096805365,1,1,1,1
896,17605.01904,82.1773144212275,1,1,1,1
897,17691.35424,96.318214347813,1,1,1,1
898,18624.7992,83.82766680859484,1,1,1,1
899,18331.432896000002,88.44436694372418,1,1,1,1
900,17530.685759999997,75.25107850718526,1,1,1,1
901,16896.57648,77.38477246371359,1,1,1,1
902,20338.99728,43.54500348045274,1,1,1,1
903,17866.02384,98.4761089212102,1,1,1,1
904,19349.817984,94.70429871710913,1,1,1,1
905,18019.44816,93.74558438416832,1,1,1,1
906,20965.65408,90.9519822893364,1,1,1,1
907,19200.326879999997,83.43778976997105,1,1,1,1
908,19595.475312000002,99.55239039704853,1,1,1,1
909,17785.89792,81.6499318812065,1,1,1,1
910,17564.85024,78.77094933143535,1,1,1,1
911,17011.793232,93.28589689298371,1,1,1,1
912,17837.637216000003,84.51186772025923,1,1,1,1
913,20056.362144000002,56.77187263451693,1,1,1,1
914,20134.15152,77.84079787615511,1,1,1,1
915,18295.319952,97.86119080130516,1,1,1,1
916,17504.024159999997,88.58678967003382,1,1,1,1
917,17446.42368,76.31849014185217,1,1,1,1
918,18049.65288,13.341852594139278,1,1,1,1
919,19020.869280000003,39.85705498109852,1,1,1,1
920,19280.061360000003,92.4835348989062,1,1,1,1
921,18462.40704,96.7147482764434,1,1,1,1
922,20703.39264,88.51835999864474,1,1,1,1
923,18046.875839999997,84.64535405879944,1,1,1,1
924,16936.25472,97.21685005704651,1,1,1,1
925,17425.616544,89.72546743863214,1,1,1,1
926,18127.886784,77.92857905587657,1,1,1,1
927,17366.430144,84.17849749845377,1,1,1,1
928,18104.25792,32.30286863109807,1,1,1,1
929,18483.841488,96.99987012327898,1,1,1,1
930,19997.135759999997,15.248745053295494,1,1,1,1
931,18982.594176,85.91773914753709,1,1,1,1
932,18938.097696,91.51069180762975,1,1,1,1
933,17728.472159999998,96.71324798026112,1,1,1,1
934,18709.061279999998,92.50671897946856,1,1,1,1
935,18608.87112,70.24476234127143,1,1,1,1
936,18361.41216,80.67705460974918,1,1,1,1
937,19700.014992,80.52152074078802,1,1,1,1
938,17659.74672,87.55164675904221,1,1,1,1
939,18113.21904,66.53789822606406,1,1,1,1
940,20572.997760000002,77.21314023021303,1,1,1,1
941,17116.449168,81.19319993692267,1,1,1,1
942,18432.741599999998,75.6406666975617,1,1,1,1
943,17210.79696,71.73670272567607,1,1,1,1
944,18886.784112,98.23074017564002,1,1,1,1
945,18070.180800000002,69.67821463193728,1,1,1,1
946,18235.634928,68.18522905278675,1,1,1,1
947,18115.818336,71.21869164739903,1,1,1,1
948,20407.084319999998,97.3096217145068,1,1,1,1
949,17343.9,71.68415229656556,1,1,1,1
950,17178.54768,97.52093020270748,1,1,1,1
951,22970.45016,70.67642966852519,1,1,1,1
952,17678.150784,74.99855560886797,1,1,1,1
953,20354.493599999998,82.80188633161256,1,1,1,1
954,18504.85224,66.6202580503621,1,1,1,1
955,18183.756528,68.1668734065535,1,1,1,1
956,19016.06448,34.27009564045982,1,1,1,1
957,18101.29272,95.54053404743571,1,1,1,1
958,17619.589679999997,77.8065016561176,1,1,1,1
959,18179.370720000003,76.18978480706843,1,1,1,1
960,17559.67248,97.21734025925832,1,1,1,1
961,18170.380368,65.30111196526083,1,1,1,1
962,17906.87472,76.48962021474117,1,1,1,1
963,19862.29392,84.86326078033443,1,1,1,1
964,19694.24016,71.48576564364815,1,1,1,1
965,18464.6952,83.81213575944474,1,1,1,1
966,17058.838944,80.97242642578948,1,1,1,1
967,17830.606079999998,93.46398807784848,1,1,1,1
968,18361.709856,93.16910247509324,1,1,1,1
969,19590.42624,67.92629168885398,1,1,1,1
970,18182.085600000002,85.26844136034858,1,1,1,1
971,18450.366144,77.17675132449347,1,1,1,1
972,18085.02864,86.9723405469626,1,1,1,1
973,20138.854176,86.38551627846122,1,1,1,1
974,18452.579039999997,80.90954338128788,1,1,1,1
975,17422.82304,86.93731244057435,1,1,1,1
976,18319.862399999998,70.40135741191237,1,1,1,1
977,18834.51024,95.76801697163006,1,1,1,1
978,18466.724639999997,89.93614320547445,1,1,1,1
979,17656.687776,89.98757698057759,1,1,1,1
980,17310.005664,78.76440811185655,1,1,1,1
981,17904.97968,84.05425040760582,1,1,1,1
982,17758.6248,94.74934008887158,1,1,1,1
983,18539.88192,97.02033624162186,1,1,1,1
984,18356.92992,91.64216479895552,1,1,1,1
985,21255.94464,76.63691547518893,1,1,1,1
986,17259.441024000003,38.47923286337014,1,1,1,1
987,18315.437280000002,84.58217868624952,1,1,1,1
988,20507.58192,96.8486754742284,1,1,1,1
989,18186.536256000003,83.91227465801745,1,1,1,1
990,20556.01632,92.5530460845324,1,1,1,1
991,18019.033199999998,91.67711066866862,1,1,1,1
992,20677.802880000003,94.6369274887696,1,1,1,1
993,17495.04288,91.25904198360698,1,1,1,1
994,17643.205439999998,74.27555291851216,1,1,1,1
995,18696.549984,86.50601250093683,1,1,1,1
996,20556.99912,53.9276856911726,1,1,1,1
997,18365.447519999998,82.40729228840799,1,1,1,1
998,18310.59888,85.26317741458467,1,1,1,1
999,18303.8184,90.11464942634817,1,1,1,1
1000,17285.76528,95.60873262275504,1,1,1,1
1001,18857.360256,80.90624173964696,1,1,1,1
1002,18419.746799999997,77.8046765694611,1,1,1,1
1003,19527.877488000002,68.89836159310416,1,1,1,1
1004,16933.951776,78.53758523471863,1,1,1,1
1005,18911.559744,35.932285691575345,1,1,1,1
1006,18096.01752,86.63062723937242,1,1,1,1
1007,17482.313184,91.8408974493169,1,1,1,1
1008,20555.28384,65.40351124775022,1,1,1,1
1009,18939.996096,22.361185191916835,1,1,1,1
1010,18034.4136,96.71416227706116,1,1,1,1
1011,18704.859264,80.09621062547389,1,1,1,1
1012,18846.39792,65.84643619790322,1,1,1,1
1013,20142.11808,85.08154823056869,1,1,1,1
1014,17714.22576,76.08236744249334,1,1,1,1
1015,19321.121232,97.23308726729432,1,1,1,1
1016,19351.037664,45.65878202250801,1,1,1,1
1017,18048.77424,73.40102154344518,1,1,1,1
1018,17825.470656,84.33961448389893,1,1,1,1
1019,19922.738975999997,84.72563792039557,1,1,1,1
1020,17411.833823999998,97.41890563823632,1,1,1,1
1021,17688.55704,97.92859255611896,1,1,1,1
1022,20108.46432,69.90981805483531,1,1,1,1
1023,18097.47576,71.1390204939438,1,1,1,1
1024,19081.427904,86.47926249123336,1,1,1,1
1025,18281.93808,83.41684027584975,1,1,1,1
1026,17818.010784,92.68597988003722,1,1,1,1
1027,18019.93536,98.063355895398,1,1,1,1
1028,20555.473007999997,95.41528895262722,1,1,1,1
1029,17084.387039999998,66.9067753538434,1,1,1,1
1030,19564.17456,28.38721402051483,1,1,1,1
1031,17271.830016,93.14557537892168,1,1,1,1
1032,18438.92064,62.2862653289237,1,1,1,1
1033,21520.48752,58.51722313454565,1,1,1,1
1034,18371.374559999997,95.81151332203288,1,1,1,1
1035,17334.09888,72.78667353593258,1,1,1,1
1036,19289.4744,82.47534663252227,1,1,1,1
1037,17465.530656,87.88397632236264,1,1,1,1
1038,17939.03664,99.63261430162682,1,1,1,1
1039,17733.562560000002,80.51346625473812,1,1,1,1
1040,16944.11712,94.8948277372116,1,1,1,1
1041,21673.431360000002,89.04259242382567,1,1,1,1
1042,19558.06944,64.4756593506529,1,1,1,1
1043,18097.78992,80.99667049922111,1,1,1,1
1044,18160.7832,78.47664481807112,1,1,1,1
1045,19033.76496,97.77208504629414,1,1,1,1
1046,18330.47664,88.73946623771629,1,1,1,1
1047,17221.5036,89.52710853217806,1,1,1,1
1048,18356.518992,99.7209030364889,1,1,1,1
1049,17617.5216,90.23588150720197,1,1,1,1
1050,17550.40224,99.68846534251048,1,1,1,1
1051,18155.21904,73.88847639106756,1,1,1,1
1052,17653.098960000003,92.55196160550854,1,1,1,1
1053,19286.78304,16.949986096139828,1,1,1,1
1054,20145.63936,87.69396744075105,1,1,1,1
1055,19263.39072,55.43655229152742,1,1,1,1
1056,18238.1136,97.44564130151696,1,1,1,1
1057,19228.42152,15.670458717627811,1,1,1,1
1058,19413.2232,94.41532939313214,1,1,1,1
1059,19201.143360000002,90.69722537990604,1,1,1,1
1060,17217.69504,97.88216805781327,1,1,1,1
1061,19760.97648,80.11111061417992,1,1,1,1
1062,19134.245759999998,97.6472071420705,1,1,1,1
1063,17857.18032,86.39355848505488,1,1,1,1
1064,16977.867312000002,94.02851688354724,1,1,1,1
1065,17612.56896,72.60981952179958,1,1,1,1
1066,18014.38464,68.0564550568453,1,1,1,1
1067,17648.849232,90.737245362061,1,1,1,1
1068,18546.70608,72.86657324968878,1,1,1,1
1069,16842.62832,84.30146903731278,1,1,1,1
1070,19608.31152,72.09838904489537,1,1,1,1
1071,19609.94112,97.8270491769824,1,1,1,1
1072,18369.232224,72.55466055298164,1,1,1,1
1073,17505.428640000002,95.47372112811004,1,1,1,1
1074,17734.60752,97.9394356635348,1,1,1,1
1075,17508.11832,95.04142800092252,1,1,1,1
1076,17637.3036,76.3321771828329,1,1,1,1
1077,16898.56896,96.4718920561982,1,1,1,1
1078,20039.16432,56.321929254967934,1,1,1,1
1079,16943.877216,92.40264845791177,1,1,1,1
1080,18907.53648,91.3734658247304,1,1,1,1
1081,20370.394128000004,99.13945914169078,1,1,1,1
1082,18980.39472,72.18065865923842,1,1,1,1
1083,18403.41216,94.87082522402794,1,1,1,1
1084,17251.728479999998,69.02541596685211,1,1,1,1
1085,18444.47136,98.03448997470814,1,1,1,1
1086,17283.69216,76.65938632842116,1,1,1,1
1087,19755.400224,75.43687503534709,1,1,1,1
1088,17111.796911999998,76.66277966540392,1,1,1,1
1089,20727.24192,31.71291860402056,1,1,1,1
1090,18295.608239999998,55.02908826924216,1,1,1,1
1091,17430.97104,81.98384424195906,1,1,1,1
1092,18251.23104,86.19571313061267,1,1,1,1
1093,16997.33616,88.64622027997379,1,1,1,1
1094,18187.216320000003,50.17199849324992,1,1,1,1
1095,18120.925536,92.0834394865065,1,1,1,1
1096,18480.9156,77.3492953109532,1,1,1,1
1097,19150.85424,84.30258649433624,1,1,1,1
1098,18278.057279999997,86.10723583818074,1,1,1,1
1099,18213.11856,74.86277024263181,1,1,1,1
1100,17021.94816,93.64430183121016,1,1,1,1
1101,19664.606976,88.6565877363253,1,1,1,1
1102,18018.12768,91.13278429495097,1,1,1,1
1103,17711.584799999997,95.51303135704411,1,1,1,1
1104,17562.69312,78.79574149336727,1,1,1,1
1105,19507.23768,96.52445179463297,1,1,1,1
1106,19574.48976,81.66269376751455,1,1,1,1
1107,19503.60384,79.11326646433147,1,1,1,1
1108,17356.248,97.95019168045536,1,1,1,1
1109,18462.34656,77.06970456075902,1,1,1,1
1110,17754.590448,94.37286792492122,1,1,1,1
1111,18782.746079999997,52.46968096331782,1,1,1,1
1112,17948.64792,62.27386176188332,1,1,1,1
1113,17748.336479999998,80.35986865266625,1,1,1,1
1114,17223.001824,82.99360080244345,1,1,1,1
1115,19697.40192,62.01375757835486,1,1,1,1
1116,18006.58272,86.69122528761484,1,1,1,1
1117,18313.85136,85.9090803178048,1,1,1,1
1118,17835.452208000002,73.4251140494525,1,1,1,1
1119,18817.8312,97.09598321921318,1,1,1,1
1120,17701.19232,77.47052232803448,1,1,1,1
1121,19266.9036,71.80883676368131,1,1,1,1
1122,18695.6448,86.30961965818487,1,1,1,1
1123,17441.954879999998,79.47070017242834,1,1,1,1
1124,19177.658639999998,80.04654913801417,1,1,1,1
1125,17455.68048,97.33397740997576,1,1,1,1
1126,18491.45424,83.60992325657483,1,1,1,1
1127,18564.563136,79.52580719066815,1,1,1,1
1128,18313.95216,98.9408697548644,1,1,1,1
1129,18479.323632,96.43628435100575,1,1,1,1
