mass,parallax,alpha_min_arcsec,spectral_type,distance_pc,Mercury_like_detectable,Earth_like_detectable,Super_Earth_detectable,Sub_Neptune_detectable,Neptune_like_detectable,Sub_Saturn_detectable,Saturn_like_detectable,Jupiter_like_detectable,Super_Jupiter_detectable,HZ_inner_au,HZ_outer_au
1.5640885,16.775106046679337,0.0001184878784193,F,59.61214177826028,0,0,0,0,0,0,0,0,1,2.6352917532666007,4.6775402323181465
1.2651124,15.203821530132757,0.000103344436263,F,65.77293728541078,0,0,0,0,0,0,0,0,1,1.874284076034882,3.415707428571357
1.3844568,12.020629284543382,0.0001565754512334,F,83.19032026766195,0,0,0,0,0,0,0,0,0,2.2925261587040358,4.157934154891841
1.4749128,15.128966943492442,7.770657119645982e-05,F,66.09836638119822,0,0,0,0,0,0,0,0,1,2.461004371457084,4.410851974574254
1.3492512,23.87478944781553,8.618607590538374e-05,F,41.88518613685604,0,0,0,0,0,0,0,0,1,2.0751604973025723,3.7548991216366354
1.2786067,20.80994941010729,0.0001307278167548,F,48.05393709964066,0,0,0,0,0,0,0,0,1,1.827950500250429,3.3209713977314186
1.3247793,10.131254986433824,0.0001210993331208,F,98.7044548122658,0,0,0,0,0,0,0,0,0,2.051508656844289,3.727946547714813
1.309076,11.01348656320443,0.0001033705076031,F,90.79776819639984,0,0,0,0,0,0,0,0,0,2.004309338837497,3.6386054933765104
1.2767534,15.60610109865877,0.0001055078315896,F,64.07750364285046,0,0,0,0,0,0,0,0,1,1.843371322083439,3.349464884797654
1.3135711,19.42713793271629,0.0001064502621001,F,51.474386163488816,0,0,0,0,0,0,0,0,1,1.9802363135671763,3.5932094115492825
1.4583745,13.150381773862014,0.0001298222378364,F,76.04341966615918,0,0,0,0,0,0,0,0,0,2.531541836313405,4.570150422464866
1.2707251,12.29827156494145,0.0001202431438526,F,81.31223926219756,0,0,0,0,0,0,0,0,0,1.8575331031454847,3.38023175246749
1.3619534,17.517067998859677,0.0001043162950352,F,57.08717920516709,0,0,0,0,0,0,0,0,1,2.147366664548405,3.885461016529448
1.4919987,17.485554767075346,0.000109323822628,F,57.19006421706237,0,0,0,0,0,0,0,0,1,2.563946693005516,4.598414973973608
1.3939755,22.652053012754617,9.058873123469024e-05,F,44.146108939306,0,0,0,0,0,0,0,0,1,2.338164460841384,4.234557894814389
1.393167,22.275901748541283,0.0001031633303861,F,44.89156090237667,0,0,0,0,0,0,0,0,1,2.204449105230267,3.975649248653626
1.3965106,35.64179230076972,0.0002199909150748,F,28.056950435076857,0,0,0,0,0,0,0,0,1,2.2251661525390927,4.012796113244226
1.3825924,17.129357793494016,6.29479712213811e-05,F,58.37930482016172,0,0,0,0,0,0,0,0,1,2.187847102121402,3.94924294453992
1.5286396,12.237633904924254,0.0001005067642485,F,81.71514263044051,0,0,0,0,0,0,0,0,1,2.60259959388249,4.650103869891744
1.4025335,12.099078919382464,0.0001044416673124,F,82.6509196826563,0,0,0,0,0,0,0,0,1,2.3481468925186464,4.264317603505004
1.4072825,11.971273357015583,0.0001206308868062,F,83.53330261345717,0,0,0,0,0,0,0,0,0,2.3966057848833104,4.351967622969576
1.3002478,12.376519564009351,0.0001072541870159,F,80.79815935555729,0,0,0,0,0,0,0,0,0,1.8637960285999975,3.3790073553424977
1.3706763,12.853454445170858,0.0001118085887342,F,77.80009679621246,0,0,0,0,0,0,0,0,1,2.20927248831689,3.999106991646881
1.3853288,16.688534799053482,0.0001320580229718,F,59.92137788253986,0,0,0,0,0,0,0,0,1,2.3551530999698143,4.2872504615039
1.4533979,11.438955066440544,7.131938419511264e-05,F,87.4205724379307,0,0,0,0,0,0,0,0,1,2.423490576058832,4.357492751923799
1.6343135,11.564064114407682,6.786919905931722e-05,F,86.47478863024452,0,0,0,0,0,0,0,0,1,3.133030515499741,5.572404932105103
1.2782879,18.249354509349672,7.297648252703756e-05,F,54.796458663108936,0,0,0,0,0,0,0,0,1,1.896871400784645,3.452825660528001
1.5918117,24.421684086181983,0.0001804948494782,F,40.94721709080699,0,0,0,0,0,0,0,0,1,2.9548961206919904,5.273914323735523
1.3686905,10.4259366922941,7.995131502442147e-05,F,95.91464340456898,0,0,0,0,0,0,0,0,1,2.161232051337515,3.9050862684855527
1.463665,10.511813576488183,8.930768043526421e-05,F,95.13106303908434,0,0,0,0,0,0,0,0,1,2.358386031634628,4.223683532266893
1.307206,10.91403220812503,9.889316255797448e-05,F,91.6251648273076,0,0,0,0,0,0,0,0,0,1.984081122727576,3.6044947618332
1.3466198,12.696563855920903,5.750977726356271e-05,F,78.76146738187443,0,0,0,0,0,0,0,0,1,2.111211885865868,3.828075567070489
1.2976236,10.529749259912425,0.0001359210914566,F,94.9690230333478,0,0,0,0,0,0,0,0,0,1.9579527165305648,3.559281102365444
1.3450046,11.791177495309745,6.166670205294103e-05,F,84.80917197606233,0,0,0,0,0,0,0,0,1,1.777650955660253,3.21236641373636
1.3080865,20.04727301901024,7.872274042493445e-05,F,49.88209613605448,0,0,0,0,0,0,0,0,1,1.8376983281338877,3.3296391301762145
1.2331924,14.537573352276729,8.731227888071905e-05,F,68.7872711468307,0,0,0,0,0,0,0,0,1,1.7322695390423912,3.1597645902553
1.3014013,11.999353240242485,0.0001045175015776,F,83.33782496262205,0,0,0,0,0,0,0,0,0,1.7776182304052726,3.2224631307918776
1.3074149,10.53479734149857,7.69467136200706e-05,F,94.92351562006893,0,0,0,0,0,0,0,0,1,1.9050206998931636,3.45205073131349
1.3889576,15.747299710946944,9.88900603159195e-05,F,63.502950877656616,0,0,0,0,0,0,0,0,1,2.276471919856022,4.119383942590551
1.3334793,12.77842104509986,8.053867846577128e-05,F,78.25692990320348,0,0,0,0,0,0,0,0,1,1.98209177545874,3.5862640755759188
1.2883631,10.376656216255682,0.0001116171799529,F,96.37015808940816,0,0,0,0,0,0,0,0,0,1.8722350257971332,3.398631572951206
1.5847286,13.744661413016974,8.329091183641225e-05,F,72.75552084920355,0,0,0,0,0,0,0,0,1,2.821704526604174,5.01430406676932
1.5999104,15.47635326156603,0.0001020626489691,F,64.61470496950982,0,0,0,0,0,0,0,0,1,2.968539485544988,5.289383814501826
1.4133166,26.81428488585705,0.000147539508805,F,37.29355469507378,0,0,0,0,0,0,0,0,1,2.4395649294964468,4.434088964218383
1.3606211,26.04710309895215,9.004224944662388e-05,F,38.39198532754413,0,0,0,0,0,0,0,0,1,2.034495937734308,3.6730237534417007
1.3118002,10.982497345656355,9.122801168141242e-05,F,91.05397147175329,0,0,0,0,0,0,0,0,1,2.0175658965063583,3.669169197173809
1.3752291,12.1969945111109,0.0001112991588369,F,81.98741084035466,0,0,0,0,0,0,0,0,0,1.9943370841750856,3.594276460691952
1.5070462,10.652057169630847,0.0001111420800052,F,93.87857989074756,0,0,0,0,0,0,0,0,0,2.5037172452331857,4.468296460778836
1.3179774,10.520068855799272,8.149559752469455e-05,F,95.05641205463613,0,0,0,0,0,0,0,0,1,2.0357230596973515,3.698977177821664
1.3789121,12.792415982267658,7.923686821762773e-05,F,78.17131661338722,0,0,0,0,0,0,0,0,1,2.1764761766519376,3.9442791317075314
1.3884114,13.722214864519025,6.329594117617109e-05,F,72.87453300164097,0,0,0,0,0,0,0,0,1,2.3300357627741817,4.236710487761632
1.4558254,11.37855747779788,0.0001641524370019,F,87.88460241565984,0,0,0,0,0,0,0,0,0,2.3865647554575755,4.28187377843633
1.3558394,12.2746649891365,8.886474299986443e-05,F,81.46861856393102,0,0,0,0,0,0,0,0,1,2.105029526797789,3.8142348645901047
1.320408,12.892523771667154,7.096011627305879e-05,F,77.56433245425681,0,0,0,0,0,0,0,0,1,1.998165317886921,3.6224575417206384
1.2956027,11.50845385166159,9.026014092589231e-05,F,86.89264543174234,0,0,0,0,0,0,0,0,1,1.934433793830918,3.513380676636569
1.5446597,17.26422574416341,7.887648880768374e-05,F,57.923246302434045,0,0,0,0,0,0,0,0,1,2.611867641678579,4.64413107368105
1.3961945,10.349411775260444,0.0001111493101975,F,96.6238489409061,0,0,0,0,0,0,0,0,0,2.2701097487844306,4.105123826043991
1.4887643,10.5441676990753,0.0001266403507358,F,94.83915929065674,0,0,0,0,0,0,0,0,0,2.442206236490465,4.363629320884684
1.5967551,21.193456645431866,0.000184837814034,F,47.18437472140933,0,0,0,0,0,0,0,0,1,3.1058838332806,5.559807391349044
1.5152935,12.334091392829148,0.0001118325627964,F,81.07609779682554,0,0,0,0,0,0,0,0,1,2.7795572040334267,5.013891340318025
1.5425738,11.215608402311046,0.0001394576138096,F,89.1614582222703,0,0,0,0,0,0,0,0,0,2.64172303906147,4.707782841159728
1.3929551,19.37693867560992,0.0001011433393767,F,51.607739320490126,0,0,0,0,0,0,0,0,1,2.307280598862796,4.187367687299318
1.3833395,11.58552650648982,0.0001510521231558,F,86.31459255993535,0,0,0,0,0,0,0,0,0,2.1743120006911534,3.930213227183909
1.2954324,10.126514352552473,7.311360216017927e-05,F,98.75066238838062,0,0,0,0,0,0,0,0,1,1.8822098311426936,3.416471030697643
1.4313444,12.789203598168612,8.967464521545121e-05,F,78.19095163542458,0,0,0,0,0,0,0,0,1,2.26886777216113,4.073392575790334
1.2419893,10.959177740704868,9.000542675772256e-05,F,91.24772165029988,0,0,0,0,0,0,0,0,0,1.7227073550464915,3.1379564088895364
1.3604244,10.542143241985867,9.36266064939066e-05,F,94.85737169813164,0,0,0,0,0,0,0,0,0,2.184553577467922,3.966448422137732
1.4951895,10.449420062847862,9.938475301730768e-05,F,95.69909085724537,0,0,0,0,0,0,0,0,0,2.604207249943673,4.681713758223723
1.2909037,10.506959730661988,7.943279295453386e-05,F,95.1750102440904,0,0,0,0,0,0,0,0,0,1.7417244220015455,3.1601247303132807
1.3557426,10.52710182406865,7.708020740305221e-05,F,94.99290656747036,0,0,0,0,0,0,0,0,1,2.010235821514173,3.629794542087463
1.462036,43.48225068697341,0.0005747310689366,F,22.997889580255425,0,0,0,0,0,0,0,0,0,2.5747177127074954,4.658783927390636
1.3011268,11.315762078267044,9.111503307653928e-05,F,88.37230697175858,0,0,0,0,0,0,0,0,1,1.9859409328338484,3.614554699913637
1.4517897,17.339181475383533,6.754109324327975e-05,F,57.67284928759191,0,0,0,0,0,0,0,0,1,2.535163747022199,4.584924028838611
1.2733252,10.54267253297672,6.812855365953069e-05,F,94.8526094187287,0,0,0,0,0,0,0,0,1,1.8482687323994336,3.361534216984608
1.3242656,22.4452193615478,0.0001025035073013,F,44.5529172110992,0,0,0,0,0,0,0,0,1,2.0255083386971204,3.6744967174414143
1.422944,13.333675328508448,9.958917465680052e-05,F,74.99807632648151,0,0,0,0,0,0,0,0,1,2.34927542826334,4.249751436441575
1.3800279,11.388872348994637,6.982278256025577e-05,F,87.80500556653232,0,0,0,0,0,0,0,0,1,2.161840727081754,3.90237322924734
1.3496307,14.674668026383731,6.43851298274665e-05,F,68.14464205950622,0,0,0,0,0,0,0,0,1,2.069919057740304,3.747038971465936
1.3310935,10.059719703917276,7.950080815996386e-05,F,99.40634823161106,0,0,0,0,0,0,0,0,1,2.047855922065842,3.711965926380088
1.2911692,10.170714058617454,8.882374257020049e-05,F,98.3215135374609,0,0,0,0,0,0,0,0,0,1.9754425031758436,3.5940978318250747
1.2688034,10.633829286465945,9.309640532679068e-05,F,94.03950101707348,0,0,0,0,0,0,0,0,0,1.8195470974223655,3.308308806552344
1.4415265,12.069768567387452,9.225239904460656e-05,F,82.85163003887271,0,0,0,0,0,0,0,0,1,2.370407019363199,4.2585118016822445
1.4668635,12.804902811736696,0.0001332922688507,F,78.09508706957321,0,0,0,0,0,0,0,0,0,2.6037190171068056,4.709532674291009
1.454562,16.320087516786916,8.31782254585462e-05,F,61.27418121817027,0,0,0,0,0,0,0,0,1,2.479288355315171,4.4689180656471335
1.3112279,12.577018483506931,0.0001745768116087,F,79.510100212651,0,0,0,0,0,0,0,0,0,1.7468777038008247,3.1646364661098945
1.544536,11.558107322454866,0.0001804873267156,F,86.51935581677975,0,0,0,0,0,0,0,0,0,2.635798364666394,4.69157347107203
1.2805454,14.939489267779209,9.606649283125936e-05,F,66.93669255191696,0,0,0,0,0,0,0,0,1,1.9355866081850857,3.523459355026537
1.4971603,10.600407710413725,0.0001040052833771,F,94.3359941729044,0,0,0,0,0,0,0,0,0,2.563192043778623,4.592299474221556
1.2597791,11.572285687464104,9.756187045120653e-05,F,86.41335229765964,0,0,0,0,0,0,0,0,0,1.716050421545782,3.1210188345444974
1.3878955,11.257660928340806,0.0001149589810722,F,88.82839928874847,0,0,0,0,0,0,0,0,0,2.227302197405761,4.020895566524818
1.2996773,11.757948685259558,9.985688889356708e-05,F,85.04884880588547,0,0,0,0,0,0,0,0,0,1.9216338034261415,3.4861309256756434
1.2852659,13.354894454528058,0.0001477342504914,F,74.87891449871728,0,0,0,0,0,0,0,0,0,1.9262556675440472,3.5048655504289195
1.2679468,11.704928746384672,0.0001107254074983,F,85.43409547101021,0,0,0,0,0,0,0,0,0,1.7191662431175816,3.124767703897443
1.3318331,11.76324394639802,9.73341248275378e-05,F,85.01056379998022,0,0,0,0,0,0,0,0,0,1.9194980977952087,3.471521648582142
1.451049,21.1752412755499,0.0001185856873114,F,47.22496367277076,0,0,0,0,0,0,0,0,1,2.256416106478454,4.04176088129601
1.6470305,15.86782070873036,0.0001281979397969,F,63.020626357960246,0,0,0,0,0,0,0,0,1,3.2337058424989347,5.76001185622825
1.4143958,13.82889117677318,8.976084133094901e-05,F,72.31237755920638,0,0,0,0,0,0,0,0,1,2.3282454258762875,4.199973000277768
1.458087,12.855131676477656,8.0623940416708e-05,F,77.78994608276179,0,0,0,0,0,0,0,0,1,2.491452402326173,4.487246861942772
1.3428748,11.471324863454011,8.590505656922731e-05,F,87.1738889712605,0,0,0,0,0,0,0,0,1,2.180661588443442,3.977337349993666
1.2775527,10.502385473896696,0.0001059194103307,F,95.21646320119028,0,0,0,0,0,0,0,0,0,1.8934133052611173,3.4431555753728484
1.2917396,14.317841226246154,8.49889607331576e-05,F,69.84293122114609,0,0,0,0,0,0,0,0,1,1.928961651033224,3.505754558127727
1.3242476,10.910753551584286,0.0001195390467304,F,91.652697980223,0,0,0,0,0,0,0,0,0,2.0124521479663464,3.6501630909844094
1.4751651,10.566756612885566,7.863022169063511e-05,F,94.6364184049206,0,0,0,0,0,0,0,0,1,2.4387271537955844,4.367880616565548
1.3367608,17.976138098785754,6.335958740406347e-05,F,55.62930116049496,0,0,0,0,0,0,0,0,1,2.068333913290086,3.750617406133225
1.3603761,17.033754236266645,9.213802489975896e-05,F,58.7069641917749,0,0,0,0,0,0,0,0,1,2.055656326427456,3.7122601754326
1.3781297,13.176652065947248,7.824581300982172e-05,F,75.89181189539983,0,0,0,0,0,0,0,0,1,2.301881755240065,4.196317677047982
1.3340445,10.198986104375892,0.0001007104522163,F,98.04896190327666,0,0,0,0,0,0,0,0,0,1.9718760796809112,3.566220117261785
1.5622717,13.815712695369657,8.235909908797628e-05,F,72.38135462495181,0,0,0,0,0,0,0,0,1,2.8054000468157394,5.009042273871713
1.2797298,12.424705565438485,8.412737639044568e-05,F,80.48480462842329,0,0,0,0,0,0,0,0,1,1.7242219911333494,3.1312307129271324
1.5726514,11.827277032854193,0.000118191153783,F,84.55031510821702,0,0,0,0,0,0,0,0,0,2.863145901094618,5.1080869349055815
1.2498765,17.683971923900465,0.000125735031,F,56.54838202092299,0,0,0,0,0,0,0,0,1,1.7633010084959375,3.211399596442564
1.3562725,10.335140263683478,8.594146186992079e-05,F,96.75727416239214,0,0,0,0,0,0,0,0,0,1.985389565182469,3.5948092775047527
1.4193537,11.997979368736727,0.000100738445189,F,83.34736785810047,0,0,0,0,0,0,0,0,1,2.245093358394932,4.035808507543237
1.4800792,10.890142203153143,7.271835693868806e-05,F,91.8261654756408,0,0,0,0,0,0,0,0,1,2.5189661470172915,4.521623921649311
1.4308436,10.506244387214425,8.012369286892085e-05,F,95.18149046836852,0,0,0,0,0,0,0,0,1,2.446219035375855,4.437384859837216
1.3990257,10.663271068534907,7.023405828337595e-05,F,93.7798536277289,0,0,0,0,0,0,0,0,1,2.2818909965995315,4.128583538977449
1.5729041,15.696075742859511,0.0001139394910466,F,63.71019204943133,0,0,0,0,0,0,0,0,1,2.951304796221144,5.289669471495519
1.5276016,10.450187448936363,8.832541233140653e-05,F,95.69206340904265,0,0,0,0,0,0,0,0,1,2.5979981152821288,4.644509844646797
1.5248629,16.690906010208487,9.6319808563894e-05,F,59.91286508883223,0,0,0,0,0,0,0,0,1,2.543120746290643,4.5292614511401
1.3243241,11.03934920902894,0.0001186913539639,F,90.58504999389936,0,0,0,0,0,0,0,0,0,2.040628746072187,3.706376988376042
1.2966729,17.720231695630556,7.902419756528939e-05,F,56.43267069959246,0,0,0,0,0,0,0,0,1,2.016695770265608,3.672359673621554
1.6105233,13.582096875018951,8.701862909751295e-05,F,73.62633393075431,0,0,0,0,0,0,0,0,1,3.0330664668533798,5.408374342694158
1.3464017,17.04852383540151,9.475167638618484e-05,F,58.65610475456445,0,0,0,0,0,0,0,0,1,2.15426821246962,3.9088217999074137
1.4341497,10.05658289118885,9.02182484719982e-05,F,99.43735469790217,0,0,0,0,0,0,0,0,1,2.4273497304209912,4.3806672088179175
