mission,alpha_min_arc,MIN_Earth_like,MAX_Earth_like,detectable_Earth_like,MIN_Super_Earth,MAX_Super_Earth,detectable_Super_Earth,MIN_Sub_Neptune,MAX_Sub_Neptune,detectable_Sub_Neptune,MIN_Neptune_like,MAX_Neptune_like,detectable_Neptune_like
gaia_20,6.987025784575941e-05,232.66795862637886,1,0,46.53359172527577,3,0,33.23827980376841,5,0,13.606313369963674,10,0
