mission,alpha_min_arc,MIN_Earth_like,MAX_Earth_like,detectable_Earth_like,MIN_Super_Earth,MAX_Super_Earth,detectable_Super_Earth,MIN_Sub_Neptune,MAX_Sub_Neptune,detectable_Sub_Neptune,MIN_Neptune_like,MAX_Neptune_like,detectable_Neptune_like
NEAT_20,1e-07,0.33299999999999996,1,1,0.06659999999999999,3,1,0.04757142857142857,5,1,0.019473684210526313,10,1
