mission,alpha_min_arc,MIN_Earth_like,MAX_Earth_like,detectable_Earth_like,MIN_Super_Earth,MAX_Super_Earth,detectable_Super_Earth,MIN_Sub_Neptune,MAX_Sub_Neptune,detectable_Sub_Neptune,MIN_Neptune_like,MAX_Neptune_like,detectable_Neptune_like
theia_20,3e-07,0.999,1,1,0.1998,3,1,0.1427142857142857,5,1,0.05842105263157894,10,1
